,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
4432,tsKCwyFWbw0,SONY,ILCE-7,4000,28,7.1,1/1600,1,1,2,1,2,2,0,0
4433,szmakgWdl78,Canon,Canon EOS 5D Mark II,3200,105,4,0.5,1,1,2,1,1,0,1,2
4434,NEfIkFHxfwU,FUJIFILM,X-E2,200,35,5.6,1/400,1,0,0,1,1,2,0,0
4436,TWe4tUsLot8,SONY,ILCE-7SM2,100,85,1.4,1/3200,1,0,0,0,0,2,0,1
4437,1eiUyHTpcn8,NIKON CORPORATION,NIKON D3400,400,120,4.8,1/1250,1,0,0,1,1,2,1,2
4441,aqS6bCynDv8,DJI,FC2103,100,4.5,2.8,1/300,1,0,0,0,0,2,0,0
4443,8AjcMh1IzMc,SONY,ILCE-7RM3,125,50,10,1/1600,1,0,0,1,2,2,0,1
4445,qElMHWePpok,NIKON CORPORATION,NIKON D750,100,230,10,1/250,1,0,0,1,2,1,1,2
4448,qgMpOn_1iEw,DJI,FC2204,100,4.4,2.8,1/80,1,0,0,0,0,1,0,0
4449,wJzNWdSJEUg,NIKON CORPORATION,NIKON D3200,100,18,5,1/1600,1,0,0,1,1,2,0,0
4450,gz7QfYSHMQE,Canon,Canon EOS 1200D,100,50,1.8,1/2500,1,0,0,0,0,2,0,1
4451,5txBY1BjY0Y,DJI,FC220,100,4.7,2.2,1/4000,1,0,0,0,0,2,0,0
4452,laruWlppq2U,Canon,Canon EOS 5D Mark IV,500,70,22,1.3,1,1,1,1,2,0,0,1
4454,lkzjENdWgd8,Canon,Canon EOS REBEL T5,2000,50,2.5,1/2000,1,1,2,0,0,2,0,1
4457,22OJF_Nu734,Canon,Canon EOS 4000D,100,55,10,1/250,1,0,0,1,2,1,0,1
4458,2xgFQNzqTvQ,NIKON CORPORATION,NIKON D5200,220,140,6,1/500,1,0,0,1,2,2,1,2
4460,BwvHUiZNvQ4,Canon,Canon EOS REBEL T5,100,190,5,1/2000,1,0,0,1,1,2,1,2
4461,JAOdUha1bWk,Canon,Canon EOS REBEL T4i,250,229,8,1/125,1,0,0,1,2,1,1,2
4462,5qKY5d7j-cc,DJI,FC220,100,4.7,2.2,1/320,1,0,0,0,0,2,0,0
4465,qxO2PBn7eKU,Hasselblad,L1D-20c,100,10.3,3.5,1/50,1,0,0,0,1,1,0,0
4466,k_lajXwxVII,SONY,ILCE-5000,100,16,9,1/250,1,0,0,1,2,1,0,0
4469,8zZf1FEaiSA,SONY,ILCE-6000,125,30,1.6,1/250,1,0,0,0,0,1,0,0
4471,V__yW0wQCOs,sony,alpha 7s,640,300,5.6,1/320,1,1,1,1,1,2,1,2
4473,6VWXU0srXYc,Canon,Canon EOS 550D,1600,74,5,1/100,1,1,1,1,1,1,0,1
4475,D1O40Gujfqg,SONY,ILCE-7RM3,500,35,2,1/1250,1,1,1,0,0,2,0,0
4476,PWKgfWwViZ0,SONY,ILCE-7RM3,800,200,2.8,1/4000,1,1,1,0,0,2,1,2
4478,fKAXzOnXSgc,Canon,Canon EOS 80D,100,150,8,1/20,1,0,0,1,2,1,1,2
4480,-HtllDvca4U,DJI,FC300C,100,3.6,2.8,1/1900,1,0,0,0,0,2,0,0
4481,gVwcueSPiaQ,Apple,iPhone X,20,6,2.4,1/6900,1,0,0,0,0,2,0,0
4484,8bOwZ8ag9UY,NIKON CORPORATION,,1250,700,5.6,1/3200,1,1,1,1,1,2,1,2
4485,usvMFvq1Z54,Canon,Canon EOS 80D,200,100,8,1/160,1,0,0,1,2,1,1,2
4486,U-ROch-TGZg,Canon,Canon EOS R,100,50,2.5,1/3200,1,0,0,0,0,2,0,1
4489,8y2xQqYxOng,NIKON CORPORATION,NIKON D7500,3200,50,2.8,1/1000,1,1,2,0,0,2,0,1
4490,eqXiLNfZDc0,Canon,Canon EOS 5D Mark IV,160,300,4,1/160,1,0,0,1,1,1,1,2
4492,mLy03-Xp178,Canon,Canon EOS 6D,320,50,2.8,1/60,1,0,0,0,0,1,0,1
4493,OG-fruQOi3g,Canon,Canon EOS 77D,100,50,8,0.5,1,0,0,1,2,0,0,1
4496,CbO4HO6IkcU,SONY,NEX-7,100,18,5,1/160,1,0,0,1,1,1,0,0
4498,GDvUVWsPnnI,Canon,Canon EOS 5D Mark III,100,40,5.6,1/500,1,0,0,1,1,2,0,1
4499,c6Q2ANaZqQI,NIKON CORPORATION,NIKON D700,400,70,6.3,1/1000,1,0,0,1,2,2,0,1
4500,mIzTRbaqDGM,Canon,Canon EOS 5D Mark IV,320,35,5.6,1/50,1,0,0,1,1,1,0,0
4505,b-QdWBnOztc,NIKON CORPORATION,NIKON D300S,800,28,5,1/320,1,1,1,1,1,2,0,0
4507,XTurh-CokjM,Canon,Canon EOS-1D X,400,61,5.6,1/125,1,0,0,1,1,1,0,1
4511,MEcR55ol3jM,NIKON CORPORATION,NIKON D7100,640,155,8,1/2000,1,1,1,1,2,2,1,2
4512,I_xZkkpGNew,SONY,ILCE-6000,100,48,8,1/125,1,0,0,1,2,1,0,1
4513,_C2H7B-2JWg,Canon,Canon EOS M50,100,19,4.5,1/100,1,0,0,1,1,1,0,0
4516,LKV-NCOQn7s,FUJIFILM,X-T10,800,55,4,1/50,1,1,1,1,1,1,0,1
4517,tWWCqIMiUmg,GoPro,HERO6 Black,100,3,2.8,1/1000,1,0,0,0,0,2,0,0
4518,Qp_VEo6ijZ4,Canon,Canon EOS 7D,1250,50,2.8,1/100,1,1,1,0,0,1,0,1
4519,biyW-piLJ7Y,Canon,Canon EOS M50,5000,300,5.6,1/1000,1,1,2,1,1,2,1,2
4522,iFl4y04pK78,FujiFilm,X-T100,200,24,4,1/350,1,0,0,1,1,2,0,0
4523,RIa6cFEv42o,Canon,Canon EOS 5D Mark III,100,105,7.1,1/5,1,0,0,1,2,1,1,2
4524,2-WOQlC2rjg,Canon,Canon EOS 5D Mark IV,4000,300,5,1/500,1,1,2,1,1,2,1,2
4525,UocBRAST7es,Canon,Canon EOS 600D,100,50,1.8,1/30,1,0,0,0,0,1,0,1
4526,gErifxO1-CY,NIKON CORPORATION,NIKON D7100,100,50,2.8,1/160,1,0,0,0,0,1,0,1
4527,DlBDTpQ-cf4,Canon,EOS 80D,200,18,3.5,"30""",1,0,0,0,1,0,0,0
4528,fOKbF4iDYzg,SONY,ILCA-68,100,160,14,1/60,1,0,0,1,2,1,1,2
4529,5TKVn0r4rx8,Leica Camera AG,LEICA M10-P,2000,35,2,1/30,1,1,2,0,0,1,0,0
4534,9CkGNheiEFQ,NIKON CORPORATION,NIKON D810,100,17,18,25,1,0,0,1,2,0,0,0
4538,tBXThvAz36M,Hasselblad,L1D-20c,100,10.3,5,1/320,1,0,0,1,1,2,0,0
4539,wvAuNXAcY3c,FUJIFILM,X-Pro2,800,40.1,4.5,1/500,1,1,1,1,1,2,0,1
4540,VxRVVU8d9KY,SONY,ILCE-7RM3,100,50,11,5,1,0,0,1,2,0,0,1
4541,z7IW1w4C870,SONY,ILCE-7M3,200,300,8,1/400,1,0,0,1,2,2,1,2
4543,9yf1CtxhDmw,NIKON CORPORATION,NIKON D7100,1000,50,1.8,1/1250,1,1,1,0,0,2,0,1
4545,lsNyHxLnzO8,Canon,Canon EOS 5D Mark IV,1250,150,6.3,1/160,1,1,1,1,2,1,1,2
4547,1wX5lrOmg0s,NIKON CORPORATION,NIKON D810,2000,240,4,1/2000,1,1,2,1,1,2,1,2
4548,NAozxjw5Wqo,SONY,ILCE-7,100,200,13,1.5,1,0,0,1,2,0,1,2
4552,cSWtkujlhNA,FUJIFILM,X-Pro2,800,16,4,1/3200,1,1,1,1,1,2,0,0
4554,R9EF0TmnFTc,DJI,FC220,100,4.7,2.2,1/1000,1,0,0,0,0,2,0,0
4555,1JXd96WKotU,Canon,Canon EOS Rebel T6,640,18,5.6,1/30,1,1,1,1,1,1,0,0
4557,gTvhFsQMqnA,Canon,Canon EOS 6D,500,85,1.4,1/2500,1,1,1,0,0,2,0,1
4558,lVpEY1BOTuM,FUJIFILM,X100S,800,23,8,1/1800,1,1,1,1,2,2,0,0
4559,FvTn9Dlv39A,Canon,Canon EOS 7D,400,200,4,1/1250,1,0,0,1,1,2,1,2
4560,3JQ57Am5R30,SONY,ILCE-7RM3,200,24,4.5,1/320,1,0,0,1,1,2,0,0
4563,OJosCm6rGWw,Canon,Canon EOS 5D Mark II,400,105,2.8,1/350,1,0,0,0,0,2,1,2
4565,KAGdWugM5a0,NIKON CORPORATION,NIKON D750,640,100,5.6,1/200,1,1,1,1,1,1,1,2
4566,oTPrcrSZHe8,Canon,Canon EOS 6D Mark II,100,105,1.4,1/4000,1,0,0,0,0,2,1,2
4567,aI29TMOR3pc,NIKON CORPORATION,NIKON D850,200,190,2.8,8,1,0,0,0,0,0,1,2
4570,-MCE3RoQz3U,Nikon,D7200,100,26,25,1/6,1,0,0,1,2,1,0,0
4571,URezsXiabxY,Canon,Canon EOS REBEL T5i,100,50,3.5,1/250,1,0,0,0,1,1,0,1
4573,7aHbMrLLzmI,NIKON CORPORATION,,64,500,4.5,1/320,1,0,0,1,1,2,1,2
4576,lZoV-QvRfBE,Canon,Canon EOS 5D Mark IV,100,50,3.5,1/1250,1,0,0,0,1,2,0,1
4578,-S6R1ePsKEc,SONY,ILCE-6000,160,93,5.6,1/160,1,0,0,1,1,1,1,2
4579,2pSK9oOgCmQ,OLYMPUS CORPORATION,E-M10 Mark III,4000,92,5,1/200,1,1,2,1,1,1,1,2
4581,sYXkoF-W5hQ,"RICOH IMAGING COMPANY, LTD.",GR,1600,18.3,2.8,25,1,1,1,0,0,0,0,0
4582,SXTDMPA1QXY,NIKON CORPORATION,NIKON D750,640,24,13,1/200,1,1,1,1,2,1,0,0
4583,FzyGY3xg5g0,Canon,Canon EOS 700D,640,41,9,1/80,1,1,1,1,2,1,0,1
4585,RoTyXO1m0wo,Canon,Canon EOS 6D,320,115,2.8,1/800,1,0,0,0,0,2,1,2
4586,GfAC-LoRqMU,Panasonic,DMC-GX8,200,160,11,1/640,1,0,0,1,2,2,1,2
4589,7bCaUv-lLFU,Canon,Canon EOS 550D,200,40,4.5,1/200,1,0,0,1,1,1,0,1
4590,3CxVpFO739c,Canon,Canon EOS 7D,4000,135,5.6,1/320,1,1,2,1,1,2,1,2
4591,ZyfJbdYTyVg,Canon,Canon EOS 5D Mark III,2000,24,5,25,1,1,2,1,1,0,0,0
4592,pS2U9AX5Usg,Canon,Canon EOS 5D Mark II,500,51,5,1/80,1,1,1,1,1,1,0,1
4594,YTFcqSn7zQk,Canon,Canon EOS 5D Mark IV,200,400,6.3,1/800,1,0,0,1,2,2,1,2
4596,dftkVVKj4NM,NIKON CORPORATION,NIKON D7200,200,35,2.8,1/1000,1,0,0,0,0,2,0,0
4597,dSH833s7hTs,Canon,Canon EOS 700D,100,50,4,1/1600,1,0,0,1,1,2,0,1
4601,A5L-62Gl6xY,Canon,Canon EOS 6D,400,28,4.5,1/4000,1,0,0,1,1,2,0,0
4604,nMIcYTaUHfQ,NIKON CORPORATION,NIKON D500,160,72,8,1/250,1,0,0,1,2,1,0,1
4605,FDmM7kh5PfY,Canon,Canon EOS 700D,400,50,1.8,1/320,1,0,0,0,0,2,0,1
4607,caKJkQm26T0,Canon,Canon EOS M10,100,40,5.6,1/100,1,0,0,1,1,1,0,1
4609,dLgh-IdELuM,NIKON CORPORATION,NIKON D7000,100,50,2.2,1/500,1,0,0,0,0,2,0,1
4612,AaSimXRofiE,Canon,Canon EOS 5D Mark III,50,135,2.8,1/160,1,0,0,0,0,1,1,2
4615,fw9cbA1WTi0,SONY,ILCE-7SM2,200,56,2.8,1/1250,1,0,0,0,0,2,0,1
4617,mtWegPVdaH4,FUJIFILM,X-T3,400,50,2,1/2000,1,0,0,0,0,2,0,1
4620,6jrY2-_PHg0,Canon,Canon EOS 600D,200,50,4,1/1000,1,0,0,1,1,2,0,1
4621,4JLB7Bp8W_w,NIKON CORPORATION,NIKON D7000,100,90,11,1/640,1,0,0,1,2,2,1,2
4622,ev8bOkVvC4I,Canon,Canon EOS 6D,200,105,4,1/100,1,0,0,1,1,1,1,2
4623,9jdlJzl6yN8,Canon,Canon EOS 6D,100,50,7.1,1/1000,1,0,0,1,2,2,0,1
4624,Ti8NogDRMBs,SONY,ILCE-7,100,70,5.6,1/200,1,0,0,1,1,1,0,1
4626,cVGIi-sEFyQ,Hasselblad,L1D-20c,100,10.3,5,1/240,1,0,0,1,1,1,0,0
4631,567UmWZIYJ8,Canon,Canon EOS 6D Mark II,200,30,5.6,1/400,1,0,0,1,1,2,0,0
4633,nEJ50HJpQRM,Canon,Canon EOS 6D,100,17,8,1/10,1,0,0,1,2,1,0,0
4636,w3gsjym40f4,Canon,Canon EOS DIGITAL REBEL,200,33,10,1/160,1,0,0,1,2,1,0,0
4639,lOM8akd0LAQ,Apple,iPhone X,16,6,2.4,1/979,1,0,0,0,0,2,0,0
4640,8ygYy5-XnBo,FujiFilm,X-T3,320,90,2,1/2000,1,0,0,0,0,2,1,2
4641,Ahw1d-62Rq8,Canon,Canon EOS 6D Mark II,640,50,1.8,1/250,1,1,1,0,0,1,0,1
4642,4vJI1vq0UCk,FUJIFILM,X-T10,1600,44,1,1/1000,1,1,1,0,0,2,0,1
4644,OgQLM0TUpB0,FUJIFILM,X-T10,200,18,8,1/125,1,0,0,1,2,1,0,0
4648,Qm7iDssdb3Y,NIKON CORPORATION,NIKON D850,64,24,10,30,1,0,0,1,2,0,0,0
4650,Z3DEMYKcxPc,NIKON CORPORATION,NIKON D60,400,150,4.5,1/640,1,0,0,1,1,2,1,2
4651,8w02wTykmnQ,NIKON CORPORATION,NIKON D750,320,38,2.8,1/200,1,0,0,0,0,1,0,1
4652,ZwENX5SK6bU,Canon,Canon EOS 6D Mark II,800,85,4,1/250,1,1,1,1,1,1,0,1
4655,7d1fFSlA7AA,NIKON CORPORATION,NIKON D750,160,55,2.8,1/320,1,0,0,0,0,2,0,1
4656,1jN9xDnedc8,Canon,EOS 7D Mark II,100,100,14,1/160,1,0,0,1,2,1,1,2
4658,XYBAncmW4og,Canon,Canon EOS 700D,100,50,4,1/4000,1,0,0,1,1,2,0,1
4661,Ecxi7m1nap4,Canon,Canon EOS 6D,640,20,5.6,30,1,1,1,1,1,0,0,0
4662,_gRwUCWDf8Y,Canon,Canon EOS 70D,5000,35,2.8,1/1000,1,1,2,0,0,2,0,0
4664,b203hfveE-I,SONY,ILCE-7RM2,64,50,13,5,1,0,0,1,2,0,0,1
4667,PQ1RuNjtzgY,NIKON CORPORATION,NIKON D7000,6400,70,5.3,1/25,1,1,2,1,1,1,0,1
4670,K3q1KVUeGQY,SONY,ILCE-7M2,100,70,10,1/160,1,0,0,1,2,1,0,1
4671,fEHkt3GgCWA,Canon,,1600,400,3.2,1/1000,1,1,1,0,1,2,1,2
4672,KXq1wGn_OXI,Canon,Canon EOS 6D,640,100,2.8,1/320,1,1,1,0,0,2,1,2
4673,bngTyBvAkDM,Hasselblad,L1D-20c,100,10.3,5,1/160,1,0,0,1,1,1,0,0
4676,1i2weGC39_s,NIKON CORPORATION,NIKON D3100,3200,35,2.2,1/60,1,1,2,0,0,1,0,0
4678,WobvAfAcMfE,Canon,Canon EOS Rebel T6i,400,55,4.5,1/1600,1,0,0,1,1,2,0,1
4680,he_GLVSR4sU,Canon,Canon EOS 6D,250,20,4.5,1/1250,1,0,0,1,1,2,0,0
4681,M-ha6BbQwV8,DJI,FC220,100,4.7,2.2,1/100,1,0,0,0,0,1,0,0
4682,pGJ29mWyxWg,SONY,ILCE-7M2,400,28,2.8,1/100,1,0,0,0,0,1,0,0
4683,pkhLNUtniPU,SONY,ILCE-7M3,400,24,4,1/25,1,0,0,1,1,1,0,0
4684,IyYRrp1d0TM,FUJIFILM,X-H1,500,83.3,5.6,1/500,1,1,1,1,1,2,0,1
4694,KMv7cYpgU4g,SONY,DSC-H200,100,4.8,3.2,1/1000,1,0,0,0,1,2,0,0
4696,YQN-5gdd-yw,NIKON CORPORATION,NIKON D610,5000,24,3.5,1/100,1,1,2,0,1,1,0,0
4697,D2nNU7CBkeI,NIKON CORPORATION,NIKON D3400,360,46,5.3,1/80,1,0,0,1,1,1,0,1
4698,w1v8XeHnkuI,Canon,Canon EOS REBEL T3i,100,50,4.5,1/320,1,0,0,1,1,2,0,1
4699,v4GtyTEiyFw,Canon,Canon EOS 60D,100,135,7.1,1/320,1,0,0,1,2,2,1,2
4700,BLFJHr4hrfk,SONY,ILCE-7R,100,28,3.5,1/800,1,0,0,0,1,2,0,0
4701,KA9PVuhu9Mk,LEICA CAMERA AG,LEICA CL,100,135,4.5,1/250,1,0,0,1,1,1,1,2
4703,8N40-1_A2xU,Canon,Canon EOS 5D Mark III,100,35,3.2,1/400,1,0,0,0,1,2,0,0
4711,Q1iS1aW0KHM,FUJIFILM,X-T3,160,18,5.6,1/200,1,0,0,1,1,1,0,0
4712,Rn1j2Fws7H0,FUJIFILM,X-H1,800,135,5.6,1/250,1,1,1,1,1,1,1,2
4716,0rPV2_Wr-JE,Canon,Canon EOS-1D X Mark II,100,24,1.4,1/2500,1,0,0,0,0,2,0,0
4717,sGkbB4Ul5hM,Hasselblad,L1D-20c,100,10.3,4,1/100,1,0,0,1,1,1,0,0
4718,I0BAGzq7ljA,NIKON CORPORATION,NIKON D5,250,95,5.6,1/400,1,0,0,1,1,2,1,2
4723,ar13WJ3PpHk,Canon,Canon EOS REBEL T3,400,50,2.8,1/80,1,0,0,0,0,1,0,1
4724,gGI_UtxcNkk,NIKON CORPORATION,NIKON D810,800,105,3,1/60,1,1,1,0,0,1,1,2
4727,aLa0uC3-4zA,SONY,ILCE-7M3,80,35,1.6,1/400,1,0,0,0,0,2,0,0
4728,EhCQ3jbRZxw,NIKON CORPORATION,NIKON D500,160,30,1.8,1/100,1,0,0,0,0,1,0,0
4729,9tyV63vQoOo,Canon,Canon EOS 6D Mark II,1250,24,4,30,1,1,1,1,1,0,0,0
4730,7kY7pjxfECA,NIKON CORPORATION,NIKON D850,31,50,1.6,1/125,1,0,0,0,0,1,0,1
4731,XOxsVJmCyxk,SONY,ILCE-7M3,50,198,2.8,1/320,1,0,0,0,0,2,1,2
4733,79_ivYIkVfo,Canon,Canon EOS 200D,320,18,22,1/40,1,0,0,1,2,1,0,0
4740,AQx2VH2731k,NIKON CORPORATION,NIKON D7000,250,10.5,2.8,1/500,1,0,0,0,0,2,0,0
4744,5fJ5gX3mfCc,NIKON,COOLPIX B500,125,52.2,5.7,1/640,1,0,0,1,2,2,0,1
4749,fDV3geJ2HwM,NIKON CORPORATION,NIKON D7000,1250,10,3.5,25,1,1,1,0,1,0,0,0
4756,lPEcDEnboiI,NIKON CORPORATION,NIKON D600,400,400,5.6,1/2000,1,0,0,1,1,2,1,2
4759,2kotGxwlAIo,SONY,ILCE-7M3,1600,46,4,1/125,1,1,1,1,1,1,0,1
4761,IXEWi9YsS9c,NIKON CORPORATION,NIKON D3100,400,300,10,1/320,1,0,0,1,2,2,1,2
4764,h4U410R5oos,Canon,Canon EOS 5DS,100,100,4.5,1/200,1,0,0,1,1,1,1,2
4765,7VNxh3nU2NU,NIKON CORPORATION,NIKON D750,400,15,4.5,1/250,1,0,0,1,1,1,0,0
4766,84V9d6WpyBo,SONY,NEX-7,100,70,14,1/400,1,0,0,1,2,2,0,1
4767,bx9Gz5vXn-s,DJI,FC220,100,4.7,2.2,1/340,1,0,0,0,0,2,0,0
4768,N32V8aUzUDE,Canon,Canon EOS 6D,400,35,9,1/800,1,0,0,1,2,2,0,0
4770,r2AAk-lNxCA,Hasselblad,L1D-20c,100,10.3,3.2,1/200,1,0,0,0,1,1,0,0
4772,W3RU-EptRnM,NIKON CORPORATION,NIKON D800,1000,185,14,1/60,1,1,1,1,2,1,1,2
4773,uG5DYq4Ur04,Canon,Canon EOS 80D,100,50,1.4,1/200,1,0,0,0,0,1,0,1
4774,RadJczno8RA,NIKON CORPORATION,NIKON D850,250,105,6.3,1/8000,1,0,0,1,2,2,1,2
4776,wbV4wXJ-kcU,Canon,Canon EOS 80D,320,200,2.8,1/400,1,0,0,0,0,2,1,2
4779,0NmTMg7dEA4,NIKON CORPORATION,NIKON D810,2000,400,4,1/800,1,1,2,1,1,2,1,2
4781,NsvzdXtvyio,NIKON CORPORATION,NIKON D7000,200,10.5,2.8,1/1500,1,0,0,0,0,2,0,0
4786,c4n-4SSyZ9g,SONY,ILCE-7RM2,1250,24,16,1/200,1,1,1,1,2,1,0,0
4792,pWXY-5u2zFU,NIKON CORPORATION,NIKON D5100,400,20,6.3,1/1600,1,0,0,1,2,2,0,0
4793,pek1LJUsSvM,DJI,FC2103,100,4.5,2.8,1/120,1,0,0,0,0,1,0,0
4803,qvdPnivpYso,Canon,Canon EOS 6D Mark II,6400,17,2.8,13,1,1,2,0,0,0,0,0
4807,D_2dyzYEPkY,Canon,Canon EOS 600D,1600,60,3.5,1/90,1,1,1,0,1,1,0,1
4810,ZIDL2-88SEI,DJI,FC220,100,4.7,2.2,1/1200,1,0,0,0,0,2,0,0
4811,t1_BuMsRRsI,FUJIFILM,X-T3,800,18,1.8,1/160,1,1,1,0,0,1,0,0
4812,a9YthpBvTUU,Canon,Canon EOS 5D Mark III,12800,200,2.8,1/400,1,1,2,0,0,2,1,2
4813,futuJlsL_Q4,DJI,FC2103,100,4.5,2.8,1/140,1,0,0,0,0,1,0,0
4818,bBfBM52RuNE,SONY,SLT-A55V,100,60,6.3,1/250,1,0,0,1,2,1,0,1
4821,CQYSg3Hmwrs,,,100,55,3.2,1/1000,1,0,0,0,1,2,0,1
4827,wQSeTEQ16tM,SONY,ILCE-7,100,70,6.3,1/640,1,0,0,1,2,2,0,1
4830,NYUjk2l9eZE,Canon,Canon EOS 600D,400,55,5.6,1/4000,1,0,0,1,1,2,0,1
4831,a7T0PQol-6E,NIKON CORPORATION,NIKON D7000,200,10.5,2.8,1/500,1,0,0,0,0,2,0,0
4835,YXwt-vJ3szA,NIKON CORPORATION,NIKON D7000,100,155,8,1/640,1,0,0,1,2,2,1,2
4837,kibVQq5HMKA,SONY,ILCE-6000,125,50,1.8,1/500,1,0,0,0,0,2,0,1
4841,vnY8Xl4RhD4,Canon,Canon EOS 6D,320,50,1.4,1/400,1,0,0,0,0,2,0,1
4845,_pX9jS9eI4Q,Hasselblad,L1D-20c,100,10.3,5.6,1/160,1,0,0,1,1,1,0,0
4849,Ij2z6f5VtVI,Hasselblad,L1D-20c,100,10.3,7.1,1/1000,1,0,0,1,2,2,0,0
4850,G2VqrlTAIuc,DJI,FC2204,100,4.4,2.8,1/240,1,0,0,0,0,1,0,0
4853,gHXaANn_wXM,NIKON CORPORATION,NIKON D750,1000,600,6.3,1/90,1,1,1,1,2,1,1,2
4856,X_yDmjSAH4g,DJI,FC330,100,3.6,2.8,1/1100,1,0,0,0,0,2,0,0
4858,wvUs06Rtu5E,Canon,Canon EOS 700D,400,18,5.6,1/125,1,0,0,1,1,1,0,0
4863,DK9FVDXD2cg,SONY,ILCE-7M3,6400,24,1.6,15,1,1,2,0,0,0,0,0
4866,gVpKmdfiHbk,FUJIFILM,X-T10,200,27,5.6,1/340,1,0,0,1,1,2,0,0
4871,ZrZSt5DiMJ8,FUJIFILM,X-T1,800,16,2.8,1/550,1,1,1,0,0,2,0,0
4877,iFKMVFKY03c,SONY,ILCE-7RM3,320,55,1.8,1/250,1,0,0,0,0,1,0,1
4879,HUGWwCoOuz0,Canon,EOS R,6400,25,3.5,20,1,1,2,0,1,0,0,0
4883,Q4BHlxIuueM,SONY,ILCE-7M3,1600,85,4.5,1/200,1,1,1,1,1,1,0,1
4888,hxEtnwqqmmY,Canon,Canon EOS 6D Mark II,800,40,4,30,1,1,1,1,1,0,0,1
4892,JsKyNyUUk58,NIKON CORPORATION,NIKON D7200,200,40,5,1/320,1,0,0,1,1,2,0,1
4893,ww2S2eKgbKE,SONY,ILCE-7RM3,12800,24,8,1/1600,1,1,2,1,2,2,0,0
4896,s4_PsrPLOWE,Canon,Canon PowerShot G1 X Mark III,100,45,5.6,1/125,1,0,0,1,1,1,0,1
4898,mYbCwgRYMXw,Canon,Canon EOS 80D,4000,55,5.6,1/80,1,1,2,1,1,1,0,1
4904,ztH8dJavyzI,Canon,Canon EOS 77D,100,179,5.6,1/50,1,0,0,1,1,1,1,2
4905,dtLvByNVgcE,NIKON CORPORATION,NIKON D600,800,20,1.4,1/250,1,1,1,0,0,1,0,0
4908,mSkgsX7TDdk,DJI,FC2103,200,4.5,2.8,1/320,1,0,0,0,0,2,0,0
4915,mz8g8vyu-bs,NIKON CORPORATION,NIKON D5300,800,50,4,1/320,1,1,1,1,1,2,0,1
4917,jXFooDkFZRY,SONY,ILCE-5100,200,10,4,1/200,1,0,0,1,1,1,0,0
4918,bCqZor3BOu0,Canon,Canon EOS 5D Mark IV,100,59,2.8,1/250,1,0,0,0,0,1,0,1
4922,5yFOvJZp7Rg,Canon,Canon EOS 6D Mark II,160,90,2.8,1/15,1,0,0,0,0,1,1,2
4926,GvR6IODtYd0,SONY,ILCE-7M3,100,37,4,1/1250,1,0,0,1,1,2,0,1
4928,gXThod201sU,FUJIFILM,X-Pro2,400,23,2,1/800,1,0,0,0,0,2,0,0
4930,qmeV6x8Hn6k,FUJIFILM,X-T2,2500,56,1.2,1/125,1,1,2,0,0,1,0,1
4931,BjYD9PvnOHc,SONY,DSC-RX100,125,10.4,4.5,1/100,1,0,0,1,1,1,0,0
4933,26VKCeAosV0,FUJIFILM,X-T2,1000,56,1.2,1/125,1,1,1,0,0,1,0,1
4935,7jXeOA3Hil0,SONY,ILCE-7M2,100,14,8,1/100,1,0,0,1,2,1,0,0
4938,GGyvqO9Iw54,Canon,Canon EOS 100D,125,22,9,1/40,1,0,0,1,2,1,0,0
4940,HT_tLT8mGLA,Canon,Canon EOS 5D Mark III,200,190,9,1/80,1,0,0,1,2,1,1,2
4941,8AQMNQNaqHk,DJI,FC1102,100,4.5,2.6,1/1250,1,0,0,0,0,2,0,0
4944,D_gGEQyfcNo,SONY,ILCE-7RM2,4000,14,2.8,15,1,1,2,0,0,0,0,0
4946,GofPJyMdNvk,SONY,ILCE-7M3,200,150,5,1/800,1,0,0,1,1,2,1,2
4948,f29f7NonqdM,SONY,ILCE-6300,6400,35,1.8,1/60,1,1,2,0,0,1,0,0
4949,vvjWoI-r2v0,Canon,Canon EOS 5D Mark IV,100,24,2.5,1/1250,1,0,0,0,0,2,0,0
4950,4foObuXP7fY,FUJIFILM,X-H1,400,110,13,1/800,1,0,0,1,2,2,1,2
4951,brKCHU0Xo5s,FUJIFILM,X100F,1000,23,2,1/4000,1,1,1,0,0,2,0,0
4952,Wnts0njP-n0,Canon,Canon EOS Rebel T6,100,32,8,1/160,1,0,0,1,2,1,0,0
4953,mSL1shtsWFU,NIKON CORPORATION,NIKON D300,200,60,20,1/80,1,0,0,1,2,1,0,1
4959,JUn6Ja1-Lgw,SONY,ILCE-7M2,50,135,5.6,1/50,1,0,0,1,1,1,1,2
4961,vh45wCZMRyA,NIKON CORPORATION,NIKON D90,200,18,3.5,1/250,1,0,0,0,1,1,0,0
4962,MMDncp3OSgI,FUJIFILM,X-T10,200,55,4,1/60,1,0,0,1,1,1,0,1
4966,4A1pfhfUR4E,DJI,FC6310,100,8.8,3.2,1/40,1,0,0,0,1,1,0,0
4969,-Oo_nApUwRg,Canon,Canon EOS 5D,100,50,3.5,1/2000,1,0,0,0,1,2,0,1
4970,fW8Q8zzgCw4,Canon,Canon EOS 6D Mark II,800,40,4,30,1,1,1,1,1,0,0,1
