,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
6518,6518,d1NX2iggPok,Canon,Canon EOS 700D,100.0,50.0,4.0,1/4000,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
6520,6520,rsQ6e9d8GeY,NIKON CORPORATION,NIKON D500,400.0,30.0,1.8,1/2500,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6521,6521,b2Q8xCmcsvk,NIKON CORPORATION,NIKON Z 6,200.0,600.0,8.0,1/125,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
6522,6522,fBRVaRdFMIw,NIKON CORPORATION,NIKON D800,640.0,24.0,2.8,30,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6523,6523,eDAVQYX5YBQ,NIKON CORPORATION,NIKON D3300,100.0,200.0,5.6,1/1600,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6524,6524,pfRES3CjcUM,Canon,Canon EOS 6D,250.0,55.0,4.0,1/60,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6525,6525,Ch3wc95w8C4,Canon,Canon EOS 6D,400.0,50.0,4.0,1/200,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6526,6526,wEAwiEecwHs,Panasonic,DMC-G7,200.0,12.0,4.5,1/320,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6527,6527,U6hNG7LcMhk,NIKON CORPORATION,NIKON D7200,800.0,75.0,5.0,1/4000,0,1.0,1.0,1.0,1.0,2.0,0.0,1.0
6528,6528,RA0nfU_AOCY,Canon,Canon EOS 5DS,640.0,24.0,2.8,1/2000,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
6529,6529,_84S1gXSeZM,SONY,ILCE-7,100.0,35.0,3.5,1/320,1,0.0,0.0,0.0,1.0,2.0,0.0,0.0
6530,6530,18oL-EZFO_I,Nikon,NIKON D7100,320.0,8.0,8.0,1214,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0
6531,6531,Cb_9pdHkCPY,FUJIFILM,X-T20,320.0,135.0,8.0,1/2000,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6532,6532,gULJzSnDuZU,NIKON CORPORATION,NIKON D750,640.0,90.0,3.0,1/125,1,1.0,1.0,0.0,0.0,1.0,1.0,2.0
6533,6533,EWpDy_EY9rs,Canon,Canon EOS 5D Mark IV,640.0,35.0,4.0,1/160,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6535,6535,pfr05xSsous,SONY,ILCE-7S,100.0,85.0,1.8,1/160,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6536,6536,j70nuOZ1Kqo,SONY,ILCE-7M3,50.0,85.0,1.8,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6537,6537,aEdthggVs7M,NIKON CORPORATION,NIKON D810,500.0,112.0,9.0,1/250,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
6538,6538,boCk0rIiOSw,SONY,DSLR-A700,200.0,105.0,10.0,1/1250,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6539,6539,ItFjG2AkdIw,Canon,Canon EOS 6D,200.0,200.0,2.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
6540,6540,jVNnFr_pPHU,Canon,Canon EOS 6D Mark II,100.0,70.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6542,6542,EheKbIZ8oAw,NIKON CORPORATION,NIKON Z 6,640.0,85.0,1.4,1/50,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6543,6543,kKtD7ZsgE0U,Canon,Canon EOS 5D Mark III,2500.0,135.0,2.0,1/8000,0,1.0,2.0,0.0,0.0,2.0,1.0,2.0
6545,6545,HKgOjt-xP0I,SONY,ILCE-7RM3,100.0,237.0,6.3,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
6546,6546,gHN5fIX6k34,Canon,Canon EOS DIGITAL REBEL XS,1600.0,18.0,5.6,1/60,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6547,6547,9RMUiIz8at8,SONY,SLT-A65V,200.0,26.0,4.5,1/125,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6548,6548,kXlLI02H12A,SONY,ILCE-7RM2,100.0,70.0,5.6,1/320,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0
6549,6549,aNVLFnGhLGo,FUJIFILM,X-T2,320.0,35.0,2.8,1/1000,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6550,6550,gdlXGtZoHxs,NIKON CORPORATION,NIKON D700,320.0,35.0,1.8,1/400,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6551,6551,D7SVqBn2c-w,Canon,Canon EOS 6D,100.0,50.0,1.8,1/200,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6552,6552,tW1ASdyS_yk,SONY,ILCE-7RM3,200.0,194.0,6.3,1/640,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6553,6553,CUPJbjfoYPY,DJI,FC6310,100.0,8.8,2.8,1/160,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6554,6554,0WD5x1X-B3M,Canon,Canon EOS 6D,100.0,100.0,4.5,1/800,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6555,6555,nbklTnbXZ68,Apple,iPhone XS,50.0,6.0,2.4,1/122,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6556,6556,VKUfBYkOItQ,Canon,Canon EOS 5D Mark IV,100.0,85.0,1.4,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6557,6557,ezseyJBWR4I,SONY,ILCE-6300,6400.0,35.0,1.8,1/8,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
6558,6558,xdRhYLrRqiU,NIKON CORPORATION,NIKON D500,2000.0,80.0,4.0,1/640,0,1.0,2.0,1.0,1.0,2.0,0.0,1.0
6559,6559,zuQzOWzzQv8,SONY,ILCE-7M3,50.0,75.0,4.0,1/1000,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
6560,6560,GfekbyXjbqA,DJI,FC220,100.0,4.7,2.2,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6561,6561,Rcz61LjXX6A,NIKON CORPORATION,NIKON D3400,100.0,18.0,5.0,1/800,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6562,6562,_XbNCkQrRd0,Canon,Canon EOS 6D,200.0,35.0,1.8,1/400,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6564,6564,4O7OLWAPBOU,SONY,ILCE-7M3,100.0,400.0,9.0,1/320,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6565,6565,_ttlfenZ9UY,NIKON CORPORATION,NIKON Z 6,100.0,50.0,2.8,1/400,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6566,6566,nQux4nTsMuQ,Panasonic,DC-GH5,2500.0,16.0,22.0,1/8000,0,1.0,2.0,1.0,2.0,2.0,0.0,0.0
6567,6567,iKPrIJzZ0MU,SONY,ILCE-7M3,400.0,18.0,4.0,1/1000,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6568,6568,NX2vnTjGTVo,Canon,Canon EOS 80D,100.0,35.0,6.3,1/500,1,0.0,0.0,1.0,2.0,2.0,0.0,0.0
6569,6569,1pWGcPucwZc,Canon,Canon EOS REBEL T2i,200.0,28.0,3.5,15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6572,6572,YR04dy3YKo4,Hasselblad,L1D-20c,160.0,10.3,2.8,1/30,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6573,6573,i1ch30davu8,Canon,Canon EOS 80D,100.0,45.0,5.0,1/320,0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
6574,6574,DPv3c-eS8-I,SONY,ILCE-7M2,200.0,50.0,1.8,1/50,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6576,6576,Emz4QiDdt34,NIKON CORPORATION,NIKON D3200,100.0,38.0,7.1,1/200,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6577,6577,s51uznTZw14,DJI,FC220,100.0,4.7,2.2,1/2299,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6578,6578,y2KdY35a0Jc,Canon,Canon EOS 5DS,800.0,24.0,2.8,1/1000,1,1.0,1.0,0.0,0.0,2.0,0.0,0.0
6579,6579,brzlKDaThy4,SONY,ILCE-7,400.0,50.0,1.8,1/250,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6580,6580,JvgiyRGv4T4,Canon,Canon EOS 5D Mark IV,200.0,59.0,5.0,1/250,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6582,6582,TKJjeq_edKQ,Panasonic,DMC-GX85,200.0,12.0,3.5,1/80,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
6583,6583,l8QEam21PLY,SONY,ILCE-5000,500.0,24.0,4.5,1/160,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6584,6584,DwdgekkT5y0,NIKON CORPORATION,NIKON D3200,100.0,50.0,8.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6585,6585,biHCJxTeo9k,Canon,Canon EOS 5D Mark IV,1000.0,300.0,5.6,1/400,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
6587,6587,D4mhW-yEWRk,DJI,FC220,100.0,4.7,2.2,1/200,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6588,6588,16unuC972oI,Panasonic,DC-GH5,500.0,60.0,7.1,1/800,1,1.0,1.0,1.0,2.0,2.0,0.0,1.0
6590,6590,O3GD_RquRAU,FUJIFILM,X-H1,320.0,400.0,5.6,1/800,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6591,6591,7oGIKVNjPx0,NIKON CORPORATION,NIKON D5500,100.0,24.0,2.8,1/25,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6592,6592,EI4thy6TzEU,DJI,FC220,169.0,4.7,2.2,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6593,6593,Y8PXHpukDhI,NIKON CORPORATION,NIKON D610,320.0,16.0,5.6,1/80,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6594,6594,AQxAPwvkNew,Apple,iPhone 7 Plus,40.0,6.6,2.8,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6595,6595,i6YnuvqUPSM,NIKON CORPORATION,NIKON D3,100.0,200.0,2.8,1/160,1,0.0,0.0,0.0,0.0,1.0,1.0,2.0
6596,6596,tPdCEy9KpZk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100.0,120.0,4.0,1/200,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6598,6598,D1NVJHAat4Q,Canon,Canon EOS 5D Mark III,250.0,600.0,7.1,1/1250,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6599,6599,ghJHlcAsT1w,Canon,Canon EOS 60D,100.0,155.0,7.1,1/640,1,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6600,6600,WzOvRQ4aQJM,Canon,Canon EOS Rebel T6i,100.0,18.0,5.6,1/15,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6603,6603,kvd23GVL21c,Canon,Canon EOS 6D Mark II,100.0,50.0,2.5,1/800,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6604,6604,Au1eENDHD10,FUJIFILM,X100F,320.0,23.0,2.8,1/4000,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6605,6605,j2Rv2CZTwaI,Apple,iPhone XS,25.0,4.2,1.8,1/6400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6606,6606,thJ6sCrr7Mc,Panasonic,DMC-GX7,500.0,88.0,5.3,1/200,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0
6607,6607,iQKstDFXwjA,Canon,Canon EOS 5D Mark II,500.0,138.0,4.5,1/2500,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
6608,6608,BkR842UVXqk,SONY,ILCE-7M2,125.0,50.0,1.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6609,6609,Byr72vOUx54,Canon,Canon EOS 5D Mark III,100.0,100.0,8.0,1/250,1,0.0,0.0,1.0,2.0,1.0,1.0,2.0
6610,6610,CNc8q-pDDRw,FUJIFILM,X-H1,1600.0,50.0,1.0,26,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
6611,6611,1m9mM40gZn8,Canon,Canon EOS 6D Mark II,100.0,50.0,2.8,1/4000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6612,6612,fkpQ0PPxHmE,SONY,ILCE-7M3,400.0,24.0,4.0,1/320,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6613,6613,15J29EGlwmo,Canon,Canon EOS-1D X Mark II,100.0,85.0,1.8,1/2000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6615,6615,EI6sCmsJOS0,NIKON CORPORATION,NIKON D7200,1100.0,175.0,5.6,1/320,1,1.0,1.0,1.0,1.0,2.0,1.0,2.0
6616,6616,gEq5wMy-3P8,NIKON CORPORATION,NIKON D600,100.0,35.0,1.4,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6617,6617,rtCujH697DU,SONY,ILCE-7M3,6400.0,24.0,1.4,15,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0
6618,6618,nXNORZnWu5s,Canon,Canon EOS 6D,100.0,45.0,1.8,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6619,6619,9Nok_iZEgLk,Canon,Canon EOS 1100D,6400.0,18.0,3.5,2,1,1.0,2.0,0.0,1.0,0.0,0.0,0.0
6621,6621,AxdlcxaModc,DJI,FC6310,400.0,8.8,9.0,1/120,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
6622,6622,UnGcRvTyJOo,SONY,ILCE-7M3,80.0,55.0,1.8,1/1600,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6623,6623,c25Fd7OlaDY,Apple,iPhone XS Max,16.0,6.0,2.4,1/2817,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6624,6624,FdLRkwDSkFw,NIKON CORPORATION,NIKON D750,50.0,50.0,2.5,1/1000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6625,6625,XLuxwPsOkc4,FUJIFILM,X100F,6400.0,23.0,4.0,1/60,1,1.0,2.0,1.0,1.0,1.0,0.0,0.0
6626,6626,DVepzdHCIso,Canon,Canon EOS REBEL T2i,400.0,18.0,6.3,15,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0
6627,6627,ubA4MSQh9Po,Canon,Canon EOS 7D,100.0,200.0,4.0,1/250,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6628,6628,A7Zv_REo7cg,FUJIFILM,X-T1,2000.0,70.2,5.3,1/60,1,1.0,2.0,1.0,1.0,1.0,0.0,1.0
6629,6629,ScDGKvXvfNk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,4.0,1/400,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6630,6630,Qf9_uoNDSOU,Canon,Canon EOS 6D,100.0,28.0,7.1,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
6631,6631,qRZ-jRE1YHI,DJI,FC220,100.0,4.7,2.2,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6632,6632,475ULYyRU3A,NIKON CORPORATION,NIKON D7200,200.0,50.0,7.1,1/25,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6633,6633,6m0liQSEjxE,NIKON CORPORATION,NIKON D7000,800.0,50.0,2.8,1/250,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6634,6634,1bNKt1xarao,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,4.0,1/125,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6635,6635,flfhAlEwDq4,Canon,Canon EOS 6D,200.0,24.0,2.8,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6637,6637,pMtCj8V0zLk,SONY,ILCE-7M2,100.0,16.0,4.0,1/40,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6639,6639,4M0dNfJ4TJE,Canon,Canon EOS 7D,100.0,131.0,4.5,1/800,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6641,6641,soYr2dk4Erg,Canon,Canon EOS 6D,100.0,50.0,5.0,1/2000,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0
6642,6642,TSCmBAopokA,NIKON CORPORATION,NIKON D750,160.0,40.0,2.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6643,6643,i_vPG1hFNaA,NIKON CORPORATION,NIKON D5500,400.0,300.0,5.6,1/250,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6644,6644,3RRkc4uIS3c,SONY,ILCE-6500,100.0,55.0,18.0,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
6645,6645,nzR_-AxaivU,NIKON CORPORATION,NIKON D750,320.0,29.0,5.6,1/800,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6646,6646,MhF6Tw8IhrU,Panasonic,DC-GX9,200.0,30.0,2.8,1/1250,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6647,6647,XLFw9kW2rIw,Canon,Canon EOS Rebel T6,400.0,18.0,4.0,1/80,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6648,6648,x_9Btz9Pczo,Canon,Canon EOS 80D,100.0,50.0,1.4,1/320,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6649,6649,s4jRjoJDLFw,OLYMPUS IMAGING CORP.,E-620,100.0,60.0,4.0,1/160,1,0.0,0.0,1.0,1.0,1.0,0.0,1.0
6650,6650,x4ABZUkeJg8,SONY,ILCE-7M3,160.0,134.0,5.0,1/320,1,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6651,6651,jQDFXkWIjV0,NIKON CORPORATION,NIKON D850,40.0,50.0,1.6,1/100,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6652,6652,rCJsr4x58yE,NIKON CORPORATION,NIKON D7100,100.0,50.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6653,6653,77e-HYqBcMs,Canon,,1250.0,800.0,5.6,1/500,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
6655,6655,tptgXhYwcas,NIKON CORPORATION,NIKON D750,1000.0,24.0,4.0,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6656,6656,ZqTW0r33Bg0,Canon,Canon EOS 5D Mark III,50.0,45.0,8.0,1/180,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6657,6657,ZAzrYwYS6cM,Canon,Canon EOS 70D,100.0,105.0,5.6,1/320,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6658,6658,tUziYd73zjo,Canon,Canon EOS 6D Mark II,250.0,51.0,8.0,1/60,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6659,6659,c_Nk5aTHSdI,NIKON CORPORATION,NIKON D610,100.0,24.0,2.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6660,6660,tdFJrK5welI,SONY,ILCE-7RM3,100.0,50.0,2.5,1/4000,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6661,6661,TcRk4MDuLF4,Canon,Canon EOS 5D Mark III,100.0,14.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6662,6662,bM95unm7O5U,Canon,Canon EOS REBEL T5,400.0,37.0,4.5,1/400,1,0.0,0.0,1.0,1.0,2.0,0.0,1.0
6664,6664,PXnZYfcyF28,Canon,Canon EOS 6D,640.0,35.0,2.2,1/3200,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
6665,6665,z2LR6NRIdB8,Canon,Canon EOS 6D,320.0,50.0,2.0,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6666,6666,WqEFya48Iig,SONY,ILCE-7RM3,1000.0,24.0,2.8,1/30,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6667,6667,ly3tKhWfQ34,NIKON CORPORATION,NIKON D7100,250.0,50.0,3.2,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
6668,6668,E_zUa1ab7ew,Canon,Canon EOS 80D,100.0,90.0,4.5,1/400,0,0.0,0.0,1.0,1.0,2.0,1.0,2.0
6669,6669,9aZkkMUJAJU,Apple,iPhone 7 Plus,20.0,4.0,1.8,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6670,6670,DK049L4odMw,Canon,Canon EOS 5D Mark III,50.0,200.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
6671,6671,MVKYxT3VB3A,Canon,Canon EOS 6D,160.0,50.0,3.5,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
6674,6674,sQVvgkLKWBk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,100.0,120.0,4.0,1/200,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6676,6676,U1AKi_8Idig,Canon,Canon EOS 6D,100.0,45.0,9.5,1/45,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6677,6677,-lrmiDMsCN0,Canon,Canon EOS 6D,100.0,45.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6679,6679,iVrLEwpLrMY,Canon,Canon EOS 6D,640.0,50.0,2.5,1/100,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6680,6680,rlufgdJ6gQU,Canon,Canon EOS 350D DIGITAL,100.0,28.0,3.5,2.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6681,6681,8se07e4kIDk,NIKON CORPORATION,NIKON D3200,3200.0,35.0,4.5,0.4,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0
6684,6684,l5opAc-Kaos,Canon,Canon EOS 6D,800.0,20.0,2.8,1/1600,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
6685,6685,Dcvco7sYQwk,Apple,iPhone XS Max,32.0,4.2,1.8,1/121,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6686,6686,_EvjXFVM9pw,NIKON CORPORATION,NIKON D500,160.0,30.0,2.0,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6687,6687,eJN9bcqZGWU,Canon,Canon PowerShot SX520 HS,100.0,20.8,5.0,1/160,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0
6689,6689,IeUIUmbnXHg,Canon,Canon EOS 6D,160.0,135.0,8.0,1/1250,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6690,6690,E2XN8sHBHSY,NIKON CORPORATION,NIKON D7000,500.0,24.0,4.5,1/4000,1,1.0,1.0,1.0,1.0,2.0,0.0,0.0
6691,6691,HYaBLv7X6qc,Canon,Canon EOS 6D,640.0,50.0,2.5,1/100,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6692,6692,on0a6_e1Ldw,NIKON CORPORATION,NIKON D7200,100.0,22.0,5.0,1/800,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0
6695,6695,Ko6XKSsO4w8,Canon,Canon EOS 5D Mark II,160.0,105.0,6.3,1/40,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
6696,6696,Sw-ezSQW3wg,NIKON CORPORATION,NIKON D3300,400.0,55.0,9.0,1/100,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6697,6697,bxUdQ_LGxXE,Panasonic,DMC-G70,250.0,100.0,4.0,1/250,0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6698,6698,PB5eYKB4gls,Canon,Canon EOS 1200D,800.0,50.0,2.8,1/3200,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
6699,6699,hnzijjZAgIg,SONY,ILCE-7M3,50.0,50.0,1.8,1/2500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6702,6702,s1qLr2HQfAE,Canon,Canon EOS 6D,400.0,35.0,2.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6703,6703,H-0tJIZp1Ck,Canon,Canon EOS 5D Mark IV,800.0,35.0,2.0,1/125,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6704,6704,ITzzbdwnCvY,SONY,ILCE-7M3,800.0,16.0,1.8,1/1600,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
6705,6705,HZlIfvYRWDk,NIKON CORPORATION,NIKON D500,220.0,62.0,2.8,1/8000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6709,6709,UY0QFM6PEVM,NIKON CORPORATION,NIKON D750,800.0,50.0,1.6,1/10,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6710,6710,HN_mGWcZolE,NIKON CORPORATION,NIKON D750,200.0,105.0,4.0,1/200,1,0.0,0.0,1.0,1.0,1.0,1.0,2.0
6712,6712,EDMfACDDgZY,SONY,SLT-A58,800.0,70.0,11.0,1/50,1,1.0,1.0,1.0,2.0,1.0,0.0,1.0
6713,6713,_dD5hPo1OWo,NIKON CORPORATION,NIKON D750,320.0,35.0,2.0,1/1600,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0
6714,6714,R5_AaONccxs,SONY,ILCE-7RM3,400.0,237.0,6.3,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
6715,6715,4E3TtpybSv0,NIKON CORPORATION,NIKON D300S,1250.0,100.0,4.5,1/800,0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
6716,6716,LGyabE_ELAU,Canon,Canon EOS 6D,1000.0,50.0,2.8,1/500,1,1.0,1.0,0.0,0.0,2.0,0.0,1.0
6717,6717,THwtvvA8Rbo,Canon,Canon EOS 700D,100.0,50.0,2.5,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6718,6718,7pMTQP_kIhg,Canon,Canon EOS REBEL T2i,800.0,55.0,2.8,1/160,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
6719,6719,g9U3E6Cr-X4,NIKON CORPORATION,NIKON D750,640.0,90.0,11.0,1/125,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0
6720,6720,H8N4Qsbdn6I,NIKON CORPORATION,NIKON D750,250.0,50.0,2.8,1/500,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6722,6722,gf5eWWT2QAo,Canon,Canon EOS 5D Mark IV,6400.0,100.0,5.0,1/125,0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
6723,6723,r1cmdvCmOW8,Canon,Canon EOS 6D,125.0,50.0,1.8,1/640,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0
6724,6724,6MHBHvc1-_s,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,8.0,1/640,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
6725,6725,NxWCJHw2lKI,Canon,Canon EOS 5D Mark III,100.0,24.0,2.8,1/50,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6726,6726,wXij3xpqxuU,NIKON CORPORATION,NIKON D850,3200.0,16.0,2.8,30,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
6727,6727,p-YjMXIpBno,Canon,Canon EOS 77D,100.0,50.0,8.0,1/5,1,0.0,0.0,1.0,2.0,1.0,0.0,1.0
6729,6729,JoGNHupiwuA,SONY,ILCE-6500,100.0,105.0,11.0,1/500,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
