,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
6112,6112,2Cirx1WkMvU,,,,,,,0,,,,,,,
6114,6114,nvDnfWuSyD8,,,,,,,1,,,,,,,
6121,6121,ac66TUhKDjg,,,,,,,1,,,,,,,
6123,6123,2QX4INtycDQ,,,,,,,1,,,,,,,
6124,6124,82NWNb5AGWc,,,,,,,1,,,,,,,
6135,6135,zMct-fQxEtA,,,,,,,1,,,,,,,
6145,6145,Yc6gRT4PiGY,,,,,,,1,,,,,,,
6146,6146,lh0mqRUCrok,SONY,ILCE-6000,640.0,,,30,1,1.0,1.0,,,0.0,,
6148,6148,wni1hBukmzQ,,,,,,,1,,,,,,,
6149,6149,IyAmVX9y8Iw,Canon,Canon EOS 6D,100.0,,,1/160,1,0.0,0.0,,,1.0,,
6150,6150,fFzc4vomKDI,,,,,,,1,,,,,,,
6155,6155,kTUvCdJTe98,,,,,,,1,,,,,,,
6159,6159,AgE1Vmi-r_M,,,,,,,0,,,,,,,
6161,6161,H02pCXALq88,SONY,ILCE-7M3,6400.0,,,25,1,1.0,2.0,,,0.0,,
6167,6167,kxcpoJhGnr4,,,,,,,1,,,,,,,
6169,6169,ECpIDNdmO7k,Canon,EOS 6D,400.0,17.0,2.8,,0,0.0,0.0,0.0,0.0,,0.0,0.0
6171,6171,2rkJqhuNfxU,,,,,,,0,,,,,,,
6186,6186,pgMt1n8_CHE,Nikon ,D5500,,,,,0,,,,,,,
6191,6191,QhwZFN3GCv4,,,,,,,1,,,,,,,
6194,6194,seFqZVb5ve4,OLYMPUS IMAGING CORP.,E-M5,1600.0,,,25,0,1.0,1.0,,,0.0,,
6204,6204,L-4apha4ozY,,,,,,,0,,,,,,,
6210,6210,rGL9bjHDqNM,,,,,,,1,,,,,,,
6213,6213,Oze6U2m1oYU,Nikon,D7500,800.0,360.0,,180,1,1.0,1.0,,,0.0,1.0,2.0
6221,6221,EzHhVeuZslw,,,,,,,1,,,,,,,
6227,6227,0BNbrjI3HuE,DJI,Mavic Pro,,,,,0,,,,,,,
6233,6233,ROKiNFIhd9M,OLYMPUS IMAGING CORP.,E-M10,,28.0,11.0,1/500,1,,,1.0,2.0,2.0,0.0,0.0
6235,6235,4Vo3VBP7aMs,Sony,,,,,,1,,,,,,,
6241,6241,_JXeqmjpVSk,,,,,,,1,,,,,,,
6243,6243,tcR4hHSDh7g,,,,,,,1,,,,,,,
6250,6250,ToTR39MBGMk,Canon,Canon EOS 6D,1600.0,14.0,8.0,,1,1.0,1.0,1.0,2.0,,0.0,0.0
6255,6255,XScEdhZAHv0,SONY,ILCE-6000,3200.0,,,10,1,1.0,2.0,,,0.0,,
6259,6259,cfAH6Fiuc2c,,,,,,,0,,,,,,,
6261,6261,kYobqI1URDg,,,,,,,0,,,,,,,
6265,6265,8rzNygM1NDs,,,,,,,1,,,,,,,
6269,6269,ltHZ2CPXrqI,,,,,,,1,,,,,,,
6274,6274,3cNiEmCBeFk,,,,,,,1,,,,,,,
6282,6282,xROcpKs3Phg,,,,,,,1,,,,,,,
6296,6296,GluqwvkUyZU,SONY,ILCE-6000,100.0,,,1/4000,1,0.0,0.0,,,2.0,,
6315,6315,dA1BN6_qGCw,,,,,,,0,,,,,,,
6320,6320,llCkggB7uCQ,,,,,,,1,,,,,,,
6327,6327,PX_OfCulWxQ,NIKON CORPORATION,NIKON D5300,,,,,0,,,,,,,
6336,6336,nyp3K_TqURA,,,,,,,0,,,,,,,
6349,6349,FN_ADaWg14E,,,,,,,0,,,,,,,
6353,6353,JHXTGB77Y_Q,Canon,ae-1 program,,,,,1,,,,,,,
6362,6362,NyapZuexFaQ,SONY,ILCE-7M2,160.0,,,1/30,1,0.0,0.0,,,1.0,,
6382,6382,33Ek-vzSw40,Panasonic,,,,,,0,,,,,,,
6383,6383,m_baK3-o0S8,Canon,Canon EOS 5D Mark III,50.0,,,1/500,0,0.0,0.0,,,2.0,,
6406,6406,lpxXl5Ssung,,,,,,,0,,,,,,,
6458,6458,lTZffd_tOnM,,,,,,,0,,,,,,,
6460,6460,fPg_lHRxaZA,,,,,,,0,,,,,,,
6464,6464,9DfroERH2SA,,,,,,,0,,,,,,,
6504,6504,7MClrxZ8F6w,,,,,,,0,,,,,,,
6513,6513,ZkCVqkwlUGE,,,,,,,1,,,,,,,
6515,6515,c94JjAevKeo,SONY,ILCE-7,640.0,0.0,,1/60,0,1.0,1.0,,,1.0,,
6519,6519,VvWIJSDAO-E,,,,,,,0,,,,,,,
6534,6534,l1mihKNG_ns,,,,,,,0,,,,,,,
6541,6541,fk1B5UQn0U0,SONY,ILCE-6000,100.0,,,15,0,0.0,0.0,,,0.0,,
6544,6544,O_ucqcb6Gu4,,,,,,,0,,,,,,,
6563,6563,8MD_TrUkzbU,SONY,ILCE-7RM2,125.0,,,1/8000,1,0.0,0.0,,,2.0,,
6570,6570,5U39QOktpyQ,NIKON CORPORATION,NIKON D7100,100.0,,,1/100,0,0.0,0.0,,,1.0,,
6571,6571,3TpXIo1Qsvg,,,,,,,0,,,,,,,
6575,6575,WfMObe47oMQ,Canon,Canon EOS R,3200.0,,,1/40,0,1.0,2.0,,,1.0,,
6581,6581,I1sF8NVAtf8,Canon,Canon EOS 1300D,,,,,1,,,,,,,
6586,6586,WpivphA6Yt8,Canon,Canon EOS 5D Mark III,320.0,100.0,,1/160,1,0.0,0.0,,,1.0,1.0,2.0
6589,6589,ulO6Nf8aHGE,,,,,,,1,,,,,,,
6597,6597,MNrYmRgM7mg,,,,,,,1,,,,,,,
6601,6601,xMu7TwjyrFs,Nikon,F-801s,,,,,1,,,,,,,
6602,6602,0M7Z6WTi-1M,,,,,,,1,,,,,,,
6614,6614,zrefdvvHnwU,Canon,Canon EOS 5D Mark III,50.0,75.0,,1/200,1,0.0,0.0,,,1.0,0.0,1.0
6620,6620,xDBgihNrTh8,,,,,,,0,,,,,,,
6636,6636,6XX1Tc9UvQk,Hasselblad,500cm,160.0,,,1/250,0,0.0,0.0,,,1.0,,
6638,6638,eZ74-FxcIYo,Panasonic,DMC-G7,200.0,,,1/1000,1,0.0,0.0,,,2.0,,
6640,6640,iOMv4daqIUg,,,,,,,1,,,,,,,
6654,6654,6oS-qWbeBBA,Canon,,,,,1/20,1,,,,,1.0,,
6663,6663,ZN76SroLyB8,Nikon,D5200,,,,,1,,,,,,,
6672,6672,zqPHrKKrwi0,,,,,,,0,,,,,,,
6673,6673,A1rS8CVyiYw,,,,,,,0,,,,,,,
6675,6675,3lRb4lmCBNw,NIKON CORPORATION,NIKON D3100,1600.0,,,1/60,1,1.0,1.0,,,1.0,,
6678,6678,rN3W0kwlETE,SONY,ILCE-6000,,,,,0,,,,,,,
6682,6682,o1n-Mdxw3N4,,,,,,,1,,,,,,,
6683,6683,6tsIyDa7Hfg,,,,,,,0,,,,,,,
6688,6688,fDb3e2bnTdU,,,,,,,0,,,,,,,
6693,6693,U7hAesACw7s,,,,,,,0,,,,,,,
6694,6694,TFNpV_iC19E,Hasselblad,500cm,160.0,,,1/250,0,0.0,0.0,,,1.0,,
6700,6700,DJIN7ogUcrg,OLYMPUS CORPORATION,E-M10MarkII,400.0,,,1/5000,0,0.0,0.0,,,2.0,,
6701,6701,VrQRpV4c9jY,,,,,,,1,,,,,,,
6706,6706,ykk25W6Tiyw,NORITSU KOKI,QSS-32_33,,,,,1,,,,,,,
6707,6707,Y-hF3t1EZoI,,,,,,,0,,,,,,,
6708,6708,d14iJP94TWg,SONY,ILCE-6300,800.0,,,1/1000,1,1.0,1.0,,,2.0,,
6711,6711,AnDpaFc1K3g,,,,,,,0,,,,,,,
6721,6721,U7C1eoN8x04,FUJIFILM,X-H1,1250.0,50.0,,240,0,1.0,1.0,,,0.0,0.0,1.0
6728,6728,WwWwioWITY0,,,,,,,0,,,,,,,
6731,6731,D_nkqrLR3gw,,,,,,,1,,,,,,,
6732,6732,m5q-ZpD7t04,Xiaomi,Yi,,,,,0,,,,,,,
6744,6744,xHqOVq9w8OI,NIKON CORPORATION,NIKON D40,,,,,1,,,,,,,
6746,6746,Xaf5RUAsiwU,,,,,,,0,,,,,,,
6750,6750,4gNhkdomIRc,FUJIFILM,X-T3,,,,,0,,,,,,,
6755,6755,0LiQvppmk-0,,,,,,,0,,,,,,,
6770,6770,waRbHTqRhcQ,,,,,,,0,,,,,,,
6772,6772,KgxGR2ws0BA,,,,,,,0,,,,,,,
6777,6777,NyGXHLRfdPg,,,,,,,0,,,,,,,
6778,6778,lutEBBTpkeE,,,,,,,0,,,,,,,
6790,6790,gxDdSqomSb0,Nikon,D7000,,,,,1,,,,,,,
6795,6795,DRMkkgMMHk4,FUJIFILM,X-T1,1600.0,28.0,,1/125,1,1.0,1.0,,,1.0,0.0,0.0
6797,6797,7kw8x4SdAVw,NIKON CORPORATION,NIKON FE / KODAK ULTRAMAX,400.0,50.0,1.2,,0,0.0,0.0,0.0,0.0,,0.0,1.0
6798,6798,ujxZzZp2HB0,,,,,,,0,,,,,,,
6801,6801,d7oCsWZYpAk,Sony,A7RII,,105.0,1.4,,0,,,0.0,0.0,,1.0,2.0
6802,6802,7ONomtIMf1k,,,,,,,0,,,,,,,
6807,6807,uRdimvn4fqs,,,,,,,0,,,,,,,
6813,6813,LwRUp8vJJI8,Leica Camera AG,LEICA M (Typ 240),2500.0,,4.0,1/180,0,1.0,2.0,1.0,1.0,1.0,,
6825,6825,YNMoV6YHXFY,NIKON CORPORATION,NIKON D7100,,50.0,,,0,,,,,,0.0,1.0
6844,6844,9nUPiZHXHJM,,,,,,,0,,,,,,,
6845,6845,_TlLurJZdIc,,,,,,,1,,,,,,,
6848,6848,NuvDThdGUi4,,,,,,,0,,,,,,,
6857,6857,Y3DW4MsvmFE,,,,,,,1,,,,,,,
6859,6859,I7svaesZ2fE,,,,,,,0,,,,,,,
6868,6868,ZsqfMGAzsRE,,,,,,,1,,,,,,,
6870,6870,-Oie_2SDMtc,Canon,Canon EOS 70D,100.0,,,1/100,0,0.0,0.0,,,1.0,,
6873,6873,IavWxZ38bA4,,,,,,,0,,,,,,,
6877,6877,t_VAvlLfTJk,,,,,,,0,,,,,,,
6881,6881,UV5aY8N73dA,,,,,,,0,,,,,,,
6892,6892,LmtPxR0EILg,,,,,,,0,,,,,,,
6903,6903,B_xAJIXhVDg,,,,,,,0,,,,,,,
6906,6906,B2ShPV9ixzY,"FUJI PHOTO FILM CO., LTD.",SP500,,,,,1,,,,,,,
6908,6908,CuOUmKz9SDs,"FUJI PHOTO FILM CO., LTD.",SP-3000,,,,,1,,,,,,,
6914,6914,a_AFFD1U2LU,,,,,,,1,,,,,,,
6920,6920,vmOQ1rJ9CVQ,,,,,,,0,,,,,,,
6922,6922,YHNS64l6CUE,Canon,Canon EOS 80D,100.0,,,1/1000,1,0.0,0.0,,,2.0,,
6934,6934,_lNwvFYM0HA,,,,,,,0,,,,,,,
6938,6938,KOnHehVUYnQ,,,,,,,0,,,,,,,
6942,6942,BGJTXbBlvRI,,,,,,,0,,,,,,,
6955,6955,mhU5i2r7spo,Canon,Canon EOS 5D Mark III,500.0,35.0,,1/160,0,1.0,1.0,,,1.0,0.0,0.0
6975,6975,RbMsF14jxU4,,,,,,,0,,,,,,,
6980,6980,ZeFhQU54Iys,SONY,ILCE-6500,500.0,,,1/25,0,1.0,1.0,,,1.0,,
6992,6992,JMjHzt9wZOE,Apple,iPhone 11 Pro,,,,,0,,,,,,,
6994,6994,U2En1ED8DLs,,,,,,,1,,,,,,,
6996,6996,RYIgYuwFTrA,SONY,ILCE-7M2,320.0,,,1/100,0,0.0,0.0,,,1.0,,
6999,6999,8NYX8bVvPiQ,NIKON CORPORATION,NIKON Df,100.0,,,1/250,1,0.0,0.0,,,1.0,,
7015,7015,_4YEiWW3QwU,Canon,Canon EOS 6D Mark II,,,,,0,,,,,,,
7018,7018,NydHbLFLoS8,,,,,,,0,,,,,,,
7019,7019,D1DKxh-rm6Y,,,,,,,0,,,,,,,
7022,7022,dCpc8-VH4F4,,,,,,,1,,,,,,,
7031,7031,CaZ5FoxvZGE,,,,,,,1,,,,,,,
7033,7033,IcOn1qzoTHE,,,,,,,1,,,,,,,
7046,7046,viezXU3TDJw,NIKON CORPORATION,NIKON D3500,100.0,50.0,,1/400,0,0.0,0.0,,,2.0,0.0,1.0
7050,7050,A5sVh4KbR88,,,,,,,1,,,,,,,
7061,7061,a0dGKKDQUQ8,,,,,,,1,,,,,,,
7064,7064,2KcXQ_xMWcA,,,,,,,0,,,,,,,
7067,7067,IJmbu7B6f8o,,,,,,,0,,,,,,,
7080,7080,axG_3wC6Lzo,,,,,,,0,,,,,,,
7085,7085,eLg61SidxVw,,,,,,,1,,,,,,,
7087,7087,lYOrdIogKYk,,,,,,,0,,,,,,,
7089,7089,t_pbXwIjK-g,,,,,,,0,,,,,,,
7107,7107,oQn3iit4-nE,SONY,ILCE-7RM3,,35.0,1.4,1/400,0,,,0.0,0.0,2.0,0.0,0.0
7115,7115,yW9ZKX9_fs8,,,,,,,0,,,,,,,
7116,7116,-6hvB84fyYA,Nikon,D5500,,,,,0,,,,,,,
7121,7121,Y99wn2CFqrA,SONY,ILCE-6300,100.0,,,1/250,1,0.0,0.0,,,1.0,,
7131,7131,VnHGhoPXzD8,,,,,,,1,,,,,,,
7164,7164,eBFRulHduHM,,,,,,,1,,,,,,,
7170,7170,fqtRYoRGDb0,,,,,,,1,,,,,,,
7173,7173,3RxZ85BBuP4,,,,,,,0,,,,,,,
7177,7177,KBqiQ6coMcI,,,,,,,0,,,,,,,
7182,7182,6He2KZafaOc,,,,,,,0,,,,,,,
7185,7185,KmrRRPtestE,,,,,,,1,,,,,,,
7202,7202,fFBI2_W2cAQ,,,,,,,0,,,,,,,
7211,7211,peP3zrquunA,,,,,,,0,,,,,,,
7212,7212,z0l-3cWpKto,,,,,,,1,,,,,,,
7216,7216,yk--ajIjp3Y,,,,,,,0,,,,,,,
7217,7217,iKKN2XW2GKE,Canon ,Canon EOS 6D Mark II,,,,,0,,,,,,,
7218,7218,hlnrOZ1DgDc,,,,,,,0,,,,,,,
7223,7223,-8qcWyVHCDY,,,,,,,0,,,,,,,
7229,7229,2xf2beBy7Wo,SONY,ILCE-6500,,,,,0,,,,,,,
7232,7232,xP-a1dyLhaU,,,,,,,1,,,,,,,
7236,7236,r5gRcdGeLyo,,,,,,,1,,,,,,,
7245,7245,ne7xzMgfrnY,,,,,,,1,,,,,,,
7246,7246,HegxX0qHXRg,,,,,,,1,,,,,,,
7249,7249,BrfCiLC7Grc,,,,,,,0,,,,,,,
7250,7250,fiz57SRVOn8,,,,,,,0,,,,,,,
7255,7255,7JVVnuoabKI,,,,,,,0,,,,,,,
7258,7258,AQ9-jKmebjM,,,,,,,0,,,,,,,
7263,7263,MJ7602o8vIc,NIKON CORPORATION,NIKON D750,250.0,,,1/3200,1,0.0,0.0,,,2.0,,
7265,7265,TNMOJYUteDU,Huawei,Nexus 6P,,,,,1,,,,,,,
7266,7266,_D5PWijBDWA,NORITSU KOKI,QSS-32_33,,,,,0,,,,,,,
7274,7274,WOF7xn1antA,,,,,,,0,,,,,,,
7275,7275,AOvA3C7lxD4,,,,,,,0,,,,,,,
7282,7282,ZkEcFuTBnSE,NIKON CORPORATION,NIKON D750,250.0,,,1/3200,1,0.0,0.0,,,2.0,,
7284,7284,yFyFFZv6F4c,Canon,Canon EOS 6D Mark II,500.0,0.0,,1/800,0,1.0,1.0,,,2.0,,
7286,7286,dsDvFCHeg4k,Panasonic,DMC-G85,400.0,12.0,2.8,,1,0.0,0.0,0.0,0.0,,0.0,0.0
7292,7292,e3lFmTHKX0Q,,,,,,,0,,,,,,,
7293,7293,CgoRzWX4CDg,,,,,,,0,,,,,,,
7296,7296,LpryxGvyY-8,,,,,,,0,,,,,,,
7299,7299,EazedzfaaQE,,,,,,,1,,,,,,,
7301,7301,Ty4ihy8PZHI,,,,,,,0,,,,,,,
7304,7304,kt3XrZA35U0,,,,,,,1,,,,,,,
7309,7309,u7-mIrhPgfo,,,,,,,1,,,,,,,
7317,7317,8pyVl0GZzQs,sony,alpha 7,,,,,1,,,,,,,
7321,7321,2qXNT7LMfpY,,,,,,,1,,,,,,,
7329,7329,P_KF_CenwK4,,,,,,,1,,,,,,,
7335,7335,qfX0ViCANEE,SONY,ILCE-7M2,100.0,50.0,,1/1000,0,0.0,0.0,,,2.0,0.0,1.0
7336,7336,NBAatAH2KYg,,,,,,,1,,,,,,,
7337,7337,X4mjwWaZ6cU,,,,,,,1,,,,,,,
7342,7342,yRIyMQFM2rA,,,,,,,1,,,,,,,
7345,7345,9mBg5IKJfu0,,,,,,,0,,,,,,,
7348,7348,Wx1HyoP2lkA,,,,,,,0,,,,,,,
7358,7358,DaZW2Xk0rbs,,,,,,,0,,,,,,,
7378,7378,ofpJpEDj2Uc,,,,,,,0,,,,,,,
7380,7380,gvEDvSXQhRw,,,,,,,0,,,,,,,
7391,7391,7tw1GLJt7BU,,,,,,,0,,,,,,,
7395,7395,aDKt9_lv3P8,"FUJI PHOTO FILM CO., LTD.",SP-3000,,,,,0,,,,,,,
7402,7402,Jcy_G4W46uc,,,,,,,0,,,,,,,
7403,7403,R0hVu1Mqo7A,Canon,Canon EOS 6D,4000.0,,,30,1,1.0,2.0,,,0.0,,
7415,7415,rmt_Wt1DE-g,Canon,EOS REBEL T5,300.0,50.0,2.0,,0,0.0,0.0,0.0,0.0,,0.0,1.0
7422,7422,ty0ZAbQUMk8,,,,,,,0,,,,,,,
7427,7427,MIfic5MC6jY,,,,,,,0,,,,,,,
7441,7441,qayNP9ccw9E,,,,,,,1,,,,,,,
7447,7447,W_dFS6ITs98,,,,,,,0,,,,,,,
7471,7471,HjF8ex3SAu0,,,,,,,1,,,,,,,
7474,7474,H8-9t0vvWJA,,,,,,,0,,,,,,,
7477,7477,NWRGycTxAgQ,OLYMPUS IMAGING CORP.,E-PL1,1600.0,,,1/30,1,1.0,1.0,,,1.0,,
7479,7479,wEeDZmRYI3o,,,,,,,1,,,,,,,
7485,7485,WZdGjSAabls,,,,,,,0,,,,,,,
7486,7486,xfgeMfYFsMk,,,,,,,0,,,,,,,
7490,7490,bbehiLsj8Fo,,,,,,,0,,,,,,,
7491,7491,Lo1tiR0w-9A,NIKON CORPORATION,NIKON D810,64.0,,,1/160,1,0.0,0.0,,,1.0,,
7494,7494,Clv-oYQvylI,,,,,,,0,,,,,,,
7509,7509,nx4YSxCmn9o,,,,,,,0,,,,,,,
7521,7521,yZrn66TS5Uw,,,,,,,1,,,,,,,
7535,7535,56_x6UCfgG4,,,,,,,0,,,,,,,
7543,7543,7Y_Hiv-GzXQ,,,,,,,0,,,,,,,
7557,7557,xwB4uklpI3o,,,,,,,0,,,,,,,
7558,7558,-ZQY0CzgVUE,,,,,,,0,,,,,,,
7560,7560,xE0Wta3UuIs,,,,,,,0,,,,,,,
7562,7562,jh3ImbLsq7U,,,,,,,1,,,,,,,
7566,7566,FEH5YWGZF1U,,,,,,,0,,,,,,,
7581,7581,TCYB77pvYa0,,,,,,,0,,,,,,,
7589,7589,jdOLKFLoWLg,,,,,,,0,,,,,,,
7596,7596,0Hr2m3V_w1Q,Nikon,D5500,,,,,1,,,,,,,
7601,7601,ftqE0AK_ODE,,,,,,,0,,,,,,,
7608,7608,0r4GdibULSk,,,,,,,0,,,,,,,
7610,7610,B7EBb5YVl8M,,,,,,,0,,,,,,,
7614,7614,8OFkSqaH56M,NORITSU KOKI,QSS-32_33,,,,,0,,,,,,,
7616,7616,SeoRKuVNzRk,,,,,,,1,,,,,,,
7619,7619,lfNjeweCXJQ,,,,,,,1,,,,,,,
7634,7634,3HlgJNdnD7I,,,,,,,1,,,,,,,
7637,7637,VkF8pVVoFg0,,,,,,,1,,,,,,,
7643,7643,xlAmGyZE7Zg,,,,,,,1,,,,,,,
7648,7648,dEepAJ_86dM,NIKON CORPORATION,NIKON D5200,100.0,,,1/1250,1,0.0,0.0,,,2.0,,
7657,7657,2mSzfaseWvg,,,,,,,1,,,,,,,
7661,7661,QdiFXri4Doo,,,,,,,1,,,,,,,
7670,7670,hdUAn6byEZE,,,,,,,1,,,,,,,
7671,7671,gqyrFZmeMJ4,,,,,,,1,,,,,,,
7673,7673,n9SLYuyyZhQ,,,,,,,0,,,,,,,
7675,7675,fUbtdL_adv0,,,,,,,1,,,,,,,
7679,7679,wKXu09HY3yM,,,,,,,1,,,,,,,
7681,7681,PfxjrYOd3pc,,,,,,,1,,,,,,,
7682,7682,qtpQ5iLzcJg,SONY,NEX-5N,100.0,,,,1,0.0,0.0,,,,,
7685,7685,MdFBcEMBytc,,,,,,,1,,,,,,,
7702,7702,VNseEaTt9w4,,,,,,,1,,,,,,,
7708,7708,4cVpr0314-0,,,,,,,1,,,,,,,
7717,7717,H-Fvcu6TfJo,,,,,,,1,,,,,,,
7720,7720,vw5J6xCD4sc,,,,,,,1,,,,,,,
7726,7726,sGAt9OuuWxg,,,,,,,1,,,,,,,
7738,7738,Yhkiy-vVo2w,,,,,,,1,,,,,,,
7748,7748,7q9L5nxbz78,,,,,,,1,,,,,,,
7753,7753,PXRB2ZsCE7E,,,,,,,1,,,,,,,
7756,7756,ShULt87xZZY,,,,,,,1,,,,,,,
7759,7759,d09xF10vMgw,,,,,,,1,,,,,,,
7771,7771,qtsajsuU7tc,,,,,,,1,,,,,,,
7777,7777,On2OKC3o5Nk,,,,,,,1,,,,,,,
7779,7779,UMJUr3st0AE,SONY,ILCE-6000,,,,,1,,,,,,,
7781,7781,5q4g9LZclFY,,,,,,,1,,,,,,,
7792,7792,geo7JjwI1nY,,,,,,,1,,,,,,,
7797,7797,QWXMd3DUFW8,Canon,Canon EOS 5DS,100.0,,,1/125,1,0.0,0.0,,,1.0,,
7807,7807,sK1hW5knKkw,,,,,,,1,,,,,,,
7810,7810,9NgKOxVY4wM,,,,,,,0,,,,,,,
7819,7819,QSNaubavFFo,,,,,,,1,,,,,,,
7824,7824,UNkghz6PYtA,,,,,,,1,,,,,,,
7829,7829,9cEEwoZqOQ0,,,,,,,1,,,,,,,
7834,7834,VOHg6WZeSJ8,,,,,,,1,,,,,,,
7843,7843,Epxdkobgf5Q,,,,,,,1,,,,,,,
7844,7844,iecJiKe_RNg,Canon,Canon EOS 5DS,100.0,,,1/15,0,0.0,0.0,,,1.0,,
7851,7851,KrJ03A1r8Qo,,,,,,,1,,,,,,,
7852,7852,v6_-VU_Xa7M,,,,,,,1,,,,,,,
7854,7854,K2RH1QZdLF4,,,,,,,1,,,,,,,
7860,7860,evrHojTLBKE,,,,,,,1,,,,,,,
7870,7870,KNpZwwdd2co,,,,,,,0,,,,,,,
7876,7876,X5n1N4PVXRo,,,,,,,1,,,,,,,
7878,7878,W7DFo4VQMQs,,,,,,,1,,,,,,,
7879,7879,WHrwb43vH9E,,,,,,,1,,,,,,,
7880,7880,ijbFF9hOvho,,,,,,,1,,,,,,,
7887,7887,jj2ab1xIxrg,,,,,,,1,,,,,,,
7888,7888,PFdADjBd15M,,,,,,,0,,,,,,,
7895,7895,xUEVkOOxF_U,,,,,,,1,,,,,,,
7908,7908,XTk5WpnQjK0,,,,,,,0,,,,,,,
7922,7922,PHdLDymaV90,"FUJI PHOTO FILM CO., LTD.",SP-3000,,,,,1,,,,,,,
7928,7928,IK07OmXSnmU,,,,,,,1,,,,,,,
7935,7935,ea1lxNLhywA,,,,,,,1,,,,,,,
7938,7938,FObU8l6PyLA,,,,,,,0,,,,,,,
7942,7942,7B0D1zO3PoQ,NIKON CORPORATION,NIKON D3200,,,,,1,,,,,,,
7944,7944,5Mh8iz9vqpY,,,,,,,1,,,,,,,
7945,7945,wlgbfvhJprY,DJI,FC300C,,3.6,2.8,1/1200,1,,,0.0,0.0,2.0,0.0,0.0
7946,7946,cLPrRH4TOe8,,,,,,,1,,,,,,,
7978,7978,gr4w4R5P5O0,,,,,,,0,,,,,,,
7979,7979,8o2XpVtPokU,,,,,,,0,,,,,,,
7983,7983,HVxdUZI_gr4,,,,,,,1,,,,,,,
7992,7992,5aVf-VQEDjM,,,,,,,1,,,,,,,
7995,7995,vXXkgpnIMBk,,,,,,,1,,,,,,,
8001,8001,dp1xHhVu2bg,,,,,,,1,,,,,,,
8006,8006,wsi_O-S6K5k,Canon,500D,800.0,200.0,4.0,,1,1.0,1.0,1.0,1.0,,1.0,2.0
8013,8013,8MkhmeT4Orw,FUJIFILM,X-T20,400.0,50.0,,1/110,1,0.0,0.0,,,1.0,0.0,1.0
8025,8025,fESZmHs8xBo,FUJIFILM,X100F,1200.0,,,,1,1.0,1.0,,,,,
8027,8027,mmqPwkaTGCs,,,,,,,0,,,,,,,
8033,8033,BVS5gwJDoH0,,,,,,,1,,,,,,,
8035,8035,li50NYYCezw,FUJIFILM,X-T1,200.0,35.0,,1/500,1,0.0,0.0,,,2.0,0.0,0.0
8036,8036,N6lirule7bg,,,,,,,0,,,,,,,
8038,8038,uWK7jFxC8Ic,,,,,,,0,,,,,,,
8046,8046,Tx_DZOKZ-gw,,,,,,,0,,,,,,,
8054,8054,5fhcbkOPhwA,NIKON CORPORATION,NIKON D750,,,,,0,,,,,,,
8079,8079,DvjWMZ4viw8,,,,,,,0,,,,,,,
8080,8080,y0KE4E5LUMQ,,,,,,,0,,,,,,,
8090,8090,sxDngjIWa8M,,,,,,,0,,,,,,,
8094,8094,4tlxn-a_CeI,,,,,,,0,,,,,,,
8095,8095,g8fOuamwe-w,NIKON CORPORATION,NIKON D810,500.0,,,1/2000,1,1.0,1.0,,,2.0,,
8104,8104,VkgypbblNJc,,,,,,,1,,,,,,,
8105,8105,xh9-PSL2jFY,,,,,,,1,,,,,,,
8116,8116,MCHJUROkf4Q,Sony,Alpha DSLR-A100,100.0,,5.6,1/125,0,0.0,0.0,1.0,1.0,1.0,,
8118,8118,J83X8_A52PE,,,,,,,1,,,,,,,
8121,8121,lKFR8Ho3jYw,Canon,Canon EOS 600D,400.0,21.0,3.5,,1,0.0,0.0,0.0,1.0,,0.0,0.0
8125,8125,FqhaHQLvcAQ,,,,,,,0,,,,,,,
8126,8126,ROuONKrWRCk,,,,,,,1,,,,,,,
8138,8138,E1wkuQSSNTM,Nikon ,D5600,,,,,1,,,,,,,
8140,8140,iyg1Otnket8,,,,,,,1,,,,,,,
8151,8151,zeuU9P1ta4k,,,,,,,1,,,,,,,
8152,8152,M3o7GMtDhEo,,,,,,,0,,,,,,,
8155,8155,rChVaVWMUjA,,,,,,,0,,,,,,,
8156,8156,QF8qP_pWMvs,,,,,,,1,,,,,,,
8157,8157,vq6mQRyEtts,,,,,,,0,,,,,,,
8159,8159,at959H84z08,,,,,,,0,,,,,,,
8161,8161,-hXhooz19FU,,,,,,,0,,,,,,,
8166,8166,_SMNO4cN9vs,FUJIFILM,X-E3,,55.0,5.6,1/18,0,,,1.0,1.0,1.0,0.0,1.0
8174,8174,DDySQ5xZArQ,,,,,,,0,,,,,,,
8175,8175,T3H-AdF-m9U,Nikon,D750,,50.0,1.8,,1,,,0.0,0.0,,0.0,1.0
8192,8192,Zmfz5jqgSiI,Sony,A6300,100.0,,,1/125,0,0.0,0.0,,,1.0,,
8196,8196,VaH2X8eHKVg,Leica Camera AG,LEICA M10,100.0,35.0,,1/750,1,0.0,0.0,,,2.0,0.0,0.0
8213,8213,ICwduAsdSX0,,,,,,,0,,,,,,,
8216,8216,gdum8mPI39I,SONY,ILCE-7S,2000.0,,,15,1,1.0,2.0,,,0.0,,
8222,8222,ASkvikSsJhg,Nikon,FM3A,100.0,,,,1,0.0,0.0,,,,,
