,Unnamed: 0,photo_id,exif_camera_make,exif_camera_model,exif_iso,exif_focal_length,exif_aperture_value,exif_exposure_time,orientation,iso_noise_bin_label,iso_noise_label,DoF_bin,DoF,exposure_label,focal_label_bin,focal_label
5044,5044,RdDTrEeDAV0,Canon,Canon EOS 6D,100.0,85.0,3.5,6,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5047,5047,HVDGuo36s6k,Canon,Canon EOS 80D,320.0,123.0,8.0,1/100,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5050,5050,2HGOde2Wyy8,Canon,Canon EOS 5D Mark IV,100.0,400.0,5.6,1/1000,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
5051,5051,-gGv1jOWTrI,NIKON CORPORATION,NIKON D850,200.0,105.0,3.2,1/200,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
5053,5053,3pR7d-tIRx8,Canon,Canon EOS 5D Mark IV,100.0,50.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5057,5057,NcociWzk23A,SONY,ILCE-7RM3,400.0,70.0,5.6,1/1600,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5058,5058,RFSIWpa5hcM,SONY,ILCE-7RM3,250.0,35.0,2.8,1/320,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5059,5059,ixHqF3BKPtQ,Canon,Canon EOS 6D Mark II,125.0,100.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
5061,5061,F1cMxMqk0Vc,Canon,Canon EOS R,200.0,35.0,1.4,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5062,5062,Ay69ybDp6hY,NIKON CORPORATION,NIKON D3300,200.0,40.0,9.0,1/320,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
5066,5066,m4b3fR6H8Vo,DJI,FC220,131.0,4.7,2.2,1/50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5067,5067,DX4KN-8EANI,NIKON CORPORATION,NIKON D850,200.0,70.0,6.3,1/125,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5070,5070,HCKPZdKaFgA,NIKON CORPORATION,NIKON D5300,125.0,35.0,1.8,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5074,5074,OAyXVWP5I9U,SONY,ILCE-7M3,500.0,50.0,1.4,1/50,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5078,5078,-BkZzidZIZg,FUJIFILM,X-H1,400.0,142.7,4.7,1/400,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
5080,5080,kLKg4fJlmqM,SONY,ILCE-7RM2,400.0,75.0,5.6,1/80,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5081,5081,JUo8JF6SUbQ,Apple,iPhone X,20.0,4.0,1.8,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5082,5082,QG4QBzAEU9w,Canon,Canon EOS 1300D,100.0,50.0,3.2,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5083,5083,q_NLGaRfhU8,Canon,Canon EOS 1200D,400.0,24.0,2.8,1/30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5084,5084,QNJdCsluIoI,NIKON CORPORATION,NIKON D5200,100.0,18.0,5.6,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
5085,5085,5wlMDWjGBJ4,NIKON CORPORATION,NIKON D810A,200.0,24.0,16.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
5086,5086,RqKle-djsbQ,Canon,Canon EOS 5D Mark IV,250.0,35.0,6.3,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
5087,5087,jOehN-ZTMsY,NIKON CORPORATION,NIKON D5100,100.0,50.0,1.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5089,5089,LLLnUHX161k,SONY,ILCE-7RM2,125.0,24.0,9.0,1/100,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
5090,5090,4vIcdTe4RLs,Canon,Canon EOS Rebel T6i,125.0,31.0,4.0,1/40,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5091,5091,aXs0W48kXaM,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,8.0,1/125,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5092,5092,ZSjEf0EABqU,SONY,ILCE-7M3,1250.0,31.0,2.8,1/40,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5096,5096,CsP9SwLpe_Y,Canon,Canon EOS 5D Mark II,100.0,50.0,1.4,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5098,5098,B7ifBgRXDI4,NIKON CORPORATION,NIKON D3100,100.0,50.0,1.8,1/640,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5099,5099,QDqZswbvIMg,SONY,ILCE-7M3,100.0,75.0,2.8,1/5000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5101,5101,grWwLCSRr4o,SONY,ILCE-6500,100.0,30.0,2.5,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5104,5104,4BvvvgTBObw,Canon,Canon EOS 6D Mark II,100.0,24.0,1.6,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5105,5105,tHTKMBMmidA,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,200.0,120.0,4.0,1/80,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
5106,5106,i1T50iU9GV4,NIKON CORPORATION,NIKON D5300,160.0,50.0,9.5,1/90,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5107,5107,ALp9JMO5bpA,Canon,Canon EOS 6D,500.0,20.0,5.0,1/80,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
5109,5109,2bpKjY8tuSI,Canon,Canon EOS 80D,2000.0,70.0,4.0,1/1000,0,1.0,2.0,0.0,1.0,2.0,0.0,1.0
5111,5111,YbONK6x4ni8,Canon,Canon EOS 6D Mark II,250.0,100.0,11.0,1/80,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5114,5114,j8vAzje0O64,samsung,SM-G960F,50.0,4.3,2.4,1/1400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5115,5115,mDHMoOuDe34,SONY,ILCE-6300,100.0,28.0,3.2,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5117,5117,2_kiYSibmh4,Canon,Canon EOS 5D Mark III,100.0,20.0,2.8,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5118,5118,1dnK-j-difg,Canon,Canon EOS 5D Mark III,320.0,300.0,9.5,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5119,5119,fMu-nle0Hq0,SONY,ILCE-6300,200.0,21.0,4.0,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5120,5120,LCTm9Q6Woo8,NIKON CORPORATION,NIKON D7000,160.0,105.0,6.3,1/125,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5123,5123,88PnZ92Tne4,NIKON CORPORATION,NIKON D800E,1800.0,60.0,8.0,1/125,0,1.0,2.0,1.0,2.0,1.0,0.0,1.0
5124,5124,ZEKHSCxtcCU,Canon,Canon EOS 80D,100.0,50.0,5.0,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5126,5126,rq6tkSvaPUc,FUJIFILM,FinePix X100,320.0,23.0,16.0,1/250,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
5127,5127,S9HQmqJGpxM,Canon,Canon EOS 5D Mark III,500.0,55.0,7.1,1/125,0,1.0,1.0,1.0,2.0,1.0,0.0,1.0
5128,5128,3bOcN07-iKo,Canon,Canon EOS 5DS,125.0,400.0,5.6,1/1250,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
5129,5129,ZCnvMXqa9ho,Canon,Canon EOS 5D Mark IV,125.0,50.0,1.4,1/2000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5130,5130,3j45Gy-WkyA,Canon,Canon EOS 60D,800.0,24.0,4.0,1/60,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
5132,5132,piJlXYXJljI,Canon,Canon EOS R,1600.0,35.0,1.8,1/1250,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
5133,5133,216n_hbm5HU,NIKON CORPORATION,NIKON D610,160.0,35.0,1.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5136,5136,87111nn8z_w,Apple,iPhone 7 Plus,25.0,4.0,1.8,1/60,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5138,5138,TTveHxcmDKw,SONY,ILCE-7M3,400.0,85.0,1.4,1/320,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5139,5139,zTzwCsh3EEw,SONY,ILCE-7M3,3200.0,24.0,8.0,1,0,1.0,2.0,1.0,2.0,0.0,0.0,0.0
5140,5140,vBwbe7mARBc,SONY,ILCE-7M3,200.0,35.0,6.3,1/200,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
5145,5145,6oLluvKBrVs,Canon,Canon EOS 200D II,100.0,50.0,1.8,1/1600,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5147,5147,gDZVYIjE5yw,Canon,Canon PowerShot G1 X Mark II,125.0,32.5,6.3,1/200,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
5148,5148,cyhQcX93uH4,NIKON CORPORATION,NIKON D5300,100.0,35.0,1.8,1/3200,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5149,5149,EzGKpiVsOhA,Canon,Canon EOS 5D Mark IV,2500.0,300.0,5.0,1/8000,0,1.0,2.0,0.0,1.0,2.0,1.0,2.0
5150,5150,2UJzpXfT8PU,Canon,Canon EOS 6D,100.0,35.0,2.0,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5151,5151,CDEzcrsXMyw,Canon,Canon EOS 5D Mark IV,640.0,50.0,4.0,1/320,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
5152,5152,JtVkmKQ1FQI,FUJIFILM,X100T,200.0,23.0,6.4,1/60,0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
5154,5154,ovLaQBJcPUs,Canon,Canon EOS 6D,800.0,70.0,4.5,1/80,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5160,5160,9BqHgVjUniE,Canon,Canon EOS 6D,2000.0,70.0,2.8,1/200,0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
5162,5162,1JCme4x9QlU,SONY,ILCE-7M2,80.0,96.0,11.0,1/250,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5163,5163,KTA83MjaeNM,Panasonic,DMC-G7,200.0,35.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5165,5165,vx8o4Emu20s,SONY,ILCE-7M3,1000.0,50.0,1.8,1/125,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5168,5168,-5WWw6DeQ8w,Canon,Canon EOS 70D,100.0,50.0,2.8,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5169,5169,9tk7FnbRevs,Canon,Canon EOS Rebel SL3,200.0,21.0,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5170,5170,c5g4oNFj5KE,Canon,Canon EOS Rebel T7i,100.0,85.0,2.0,1/60,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5175,5175,aKtzvKWgE10,NIKON CORPORATION,NIKON D700,1000.0,18.0,5.0,1/100,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
5176,5176,D4KNb7JCbWs,Canon,Canon EOS 6D,200.0,50.0,2.5,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5177,5177,r24Ms9a40e0,FUJIFILM,X100F,3200.0,23.0,7.1,1/38,0,1.0,2.0,1.0,2.0,1.0,0.0,0.0
5178,5178,eOgf3b37VEU,NIKON CORPORATION,NIKON D5300,500.0,46.0,5.3,1/160,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5179,5179,nsHGeZlyd8U,SONY,ILCE-6000,3200.0,23.0,4.0,1/640,0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
5184,5184,KGM5q3dePFw,FUJIFILM,X-T3,80.0,16.0,13.0,4,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
5186,5186,hWr2kkfcxM4,SONY,ILCE-6000,100.0,18.0,1.7,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5189,5189,O402wBR4yIY,Canon,Canon EOS 800D,100.0,25.0,4.5,1/50,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5190,5190,BKVBelJrG6I,Canon,Canon EOS 6D,1600.0,17.0,4.0,1/50,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
5191,5191,8J0Y41hXfH0,Canon,Canon EOS 1300D,1600.0,55.0,5.6,1/4000,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
5192,5192,SHZ2C-ahVsw,Canon,Canon EOS Rebel T7i,200.0,32.0,2.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5193,5193,K-tnyWHS504,Canon,Canon EOS 5DS,400.0,27.0,2.8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5194,5194,ZhMVRbv9GSc,FUJIFILM,X-T3,1000.0,50.0,5.6,1/1800,0,1.0,1.0,0.0,1.0,2.0,0.0,1.0
5195,5195,RtSFqImCx9k,SONY,ILCE-7M3,100.0,600.0,6.3,1/640,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
5196,5196,9GFLGvUQ7Qk,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,200.0,55.0,3.2,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5197,5197,qyb32Dns3aI,FUJIFILM,FinePix X100,3200.0,23.0,16.0,1/1000,0,1.0,2.0,1.0,2.0,2.0,0.0,0.0
5198,5198,K-QlsAWqP5Q,DJI,FC2103,100.0,4.5,2.8,1/350,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5199,5199,3PdvcqJGf3g,NIKON CORPORATION,NIKON D7500,100.0,35.0,2.8,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5200,5200,N3rPbAm9tN0,Apple,iPhone 8 Plus,20.0,6.6,2.8,1/1400,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5203,5203,rnrJ1Q4JxVk,NIKON CORPORATION,NIKON D7200,200.0,55.0,4.5,1/500,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5204,5204,-4qCLz3r1s8,FUJIFILM,X-T2,200.0,35.0,1.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5205,5205,y0HCThErPE4,NIKON CORPORATION,NIKON D750,400.0,14.0,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5206,5206,6rL4T_bLUVk,Canon,Canon EOS 700D,800.0,50.0,2.8,1/500,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
5208,5208,NWpT17CjMR0,FUJIFILM,X-Pro1,800.0,35.0,5.6,1/3500,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
5213,5213,loB1ZFgxd_4,FUJIFILM,X-T3,320.0,23.0,2.0,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5214,5214,CW_B41pRRP4,NIKON CORPORATION,NIKON D7200,160.0,50.0,1.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5216,5216,VrihtYOv_KU,Google,Pixel 2,400.0,4.4,1.8,1/33,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5218,5218,ZtwU1o4NSls,NIKON CORPORATION,NIKON D500,400.0,70.0,3.5,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5221,5221,KhQ0ea2v0lY,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,5.6,1/100,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
5222,5222,Tt4XOvo_F9Q,SONY,ILCE-7RM2,400.0,75.0,5.0,1/80,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5223,5223,NXOaqp-Cmv8,SONY,ILCE-7M3,1250.0,50.0,5.0,1/125,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5225,5225,gRkQY6UWXpc,NIKON CORPORATION,NIKON D500,160.0,70.0,2.8,1/800,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5227,5227,HNdKjlLGgIQ,Canon,Canon EOS 6D,100.0,26.0,3.2,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5228,5228,OYy_ysEvGkM,Canon,Canon EOS 6D Mark II,100.0,58.0,8.0,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
5229,5229,mn68nV1V5J0,Canon,Canon EOS 80D,100.0,18.0,3.5,1/800,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
5230,5230,YxKeVN0DaVo,Canon,Canon EOS REBEL T3i,100.0,55.0,5.6,1/200,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5231,5231,eaG50noWDZw,SONY,ILCE-7RM3,1250.0,1176.0,13.0,1/320,0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
5232,5232,DWkWeFN-I9Y,NIKON CORPORATION,NIKON D600,640.0,35.0,1.4,1/50,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5238,5238,t1uTkCsw-_o,Canon,Canon EOS RP,1600.0,35.0,1.4,1/250,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5239,5239,CePY8WkO9HU,Canon,Canon EOS 5D Mark III,800.0,50.0,1.6,1/320,0,1.0,1.0,0.0,0.0,2.0,0.0,1.0
5242,5242,Ivrgl-RGq6g,SONY,ILCE-7RM4,320.0,68.0,18.0,0.4,0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
5244,5244,O2fNaqTXa_Q,Canon,Canon EOS 6D,160.0,50.0,2.2,1/400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5245,5245,zuRKuKnCtjU,Canon,Canon EOS 5D Mark III,200.0,45.0,2.8,1/1000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5249,5249,_7a8Y0FNeZE,NIKON CORPORATION,NIKON D810,100.0,50.0,8.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5251,5251,Iiy654cDCrg,Canon,Canon EOS REBEL T4i,1600.0,30.0,2.2,1/200,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5253,5253,0hFK_7mbJ_Q,NIKON CORPORATION,NIKON Z 7,100.0,85.0,1.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5256,5256,eLDdIPtjo7U,NIKON CORPORATION,NIKON D5300,100.0,70.0,18.0,1/60,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5257,5257,ydTHYnRtaGA,SONY,DSC-RX100M3,125.0,25.7,5.6,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
5258,5258,37asHHaTc_E,"RICOH IMAGING COMPANY, LTD.",PENTAX 645Z,400.0,120.0,13.0,1/100,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5265,5265,K_qlIT712yw,NIKON CORPORATION,NIKON D750,125.0,50.0,4.5,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5268,5268,XPm4iCJKyhI,Canon,Canon EOS 7D,400.0,400.0,8.0,1/1000,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
5269,5269,t7htLG6DkzE,Canon,Canon EOS 5D Mark IV,320.0,50.0,1.4,1/6400,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5271,5271,JShESUe9rMw,Canon,Canon EOS 5D Mark III,100.0,50.0,2.2,1/2500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5273,5273,dPziG30lYZ4,Canon,Canon EOS 6D,200.0,50.0,4.5,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5274,5274,8SOttgYuNLQ,SONY,ILCE-7M3,64.0,24.0,4.5,1/80,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5277,5277,Q4Hqe54dvKg,NIKON CORPORATION,NIKON D5300,100.0,35.0,1.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5280,5280,ZvD7yhiV7BI,Canon,Canon EOS 6D,500.0,55.0,5.6,1/60,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5281,5281,_jX4K7F03uQ,Canon,Canon EOS 77D,100.0,50.0,2.2,1/125,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5282,5282,1whm4uDjX4w,Canon,Canon EOS 6D Mark II,250.0,100.0,2.8,1/200,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
5284,5284,GVaRGYa_cmk,Canon,Canon EOS 6D,100.0,50.0,11.0,1/160,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5286,5286,W7QkaUbYEmg,NIKON CORPORATION,NIKON D5600,400.0,150.0,6.3,1/200,0,0.0,0.0,1.0,2.0,1.0,1.0,2.0
5287,5287,9ug_zKQgnf8,Canon,EOS T7i,100.0,135.0,5.6,1/640,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
5289,5289,00B1V72UCGo,SONY,ILCE-7RM2,500.0,75.0,3.5,1/125,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5290,5290,cHP9WBFKm9o,FUJIFILM,XE2,200.0,35.0,1.4,1/180,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5291,5291,pKCCZkeiG-s,SONY,ILCE-7M3,100.0,24.0,4.5,1/640,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
5292,5292,p6ZSavloiFY,SONY,ILCE-7RM2,320.0,28.0,3.5,1/125,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5294,5294,vrsoA-_leFs,NIKON CORPORATION,NIKON D7500,100.0,18.0,5.6,1/40,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5295,5295,Taj_pl51nU4,Canon,Canon EOS 6D,125.0,50.0,5.0,1/160,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5296,5296,5Uvy1WMaUHw,Canon,Canon EOS 5D Mark III,400.0,50.0,2.2,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5297,5297,DKrinqB5axI,Canon,Canon EOS 5D,320.0,40.0,2.8,1/40,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5299,5299,68gp3DX3aV4,OLYMPUS CORPORATION,TG-5,100.0,4.5,2.8,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5300,5300,3_KN64um8kM,Canon,Canon EOS 6D,160.0,50.0,2.2,1/500,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5304,5304,6XwhMTP-qJA,Canon,Canon EOS 5D Mark II,160.0,35.0,7.1,1/2000,0,0.0,0.0,1.0,2.0,2.0,0.0,0.0
5305,5305,F_mQy6Z0vow,NIKON CORPORATION,NIKON D500,250.0,29.0,2.8,1/100,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5306,5306,UMyfDjQ6Ep8,Canon,Canon EOS 60D,200.0,35.0,2.8,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5313,5313,lWfmq1VdNVY,Canon,Canon EOS 5D Mark IV,125.0,70.0,8.0,1/200,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5322,5322,_xCo5hF07MI,SONY,ILCE-7RM2,640.0,36.0,4.0,1/80,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
5324,5324,fRdi0Ed-gy0,Canon,Canon EOS R,200.0,67.0,7.1,1/400,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
5326,5326,iRbnkhrfSNc,NIKON CORPORATION,NIKON D610,160.0,105.0,3.0,1/160,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
5327,5327,pkfwwofpNUw,Canon,Canon EOS 5DS,50.0,50.0,1.4,1/160,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5330,5330,zrwf2TEMnFY,Panasonic,DC-S1,400.0,87.0,4.0,1/2000,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
5333,5333,bq3CT545BPc,Canon,Canon EOS 6D,200.0,50.0,2.2,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5336,5336,1X6uV3-ijUI,SONY,ILCE-6500,200.0,30.0,1.4,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5337,5337,EeQjKzCY0Dg,DJI,FC220,100.0,4.7,2.2,1/120,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5339,5339,k7oU5bHFDFE,Canon,Canon EOS 5D Mark III,100.0,135.0,2.5,1/180,0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
5345,5345,1vdeG14o9XI,NIKON CORPORATION,NIKON D5200,100.0,35.0,1.8,1/250,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5347,5347,q6UtqGETjQE,SONY,ILCE-7,100.0,200.0,6.3,1/800,0,0.0,0.0,1.0,2.0,2.0,1.0,2.0
5350,5350,CDtOgG8STBg,Canon,Canon EOS REBEL T3i,100.0,50.0,7.1,1/500,0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
5356,5356,kbWnCg9hza0,Panasonic,DMC-FZ300,100.0,46.5,4.0,1/640,0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
5359,5359,kJEZa_ec2VU,Canon,Canon EOS 6D,100.0,50.0,2.0,1/1250,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
5360,5360,EGX9zroV8xI,NIKON CORPORATION,NIKON D850,64.0,50.0,4.5,1/100,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5361,5361,h48eaWQT11w,Canon,Canon EOS 5D Mark III,100.0,135.0,2.0,1/1500,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
5362,5362,QJw3lMkuqjg,Canon,Canon EOS 6D,100.0,200.0,2.8,1/1250,0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
5366,5366,m-InFQ9clVU,Canon,Canon EOS 700D,800.0,50.0,2.2,1/30,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
5373,5373,p8GrLz4H4CA,NIKON CORPORATION,NIKON D810,450.0,500.0,4.0,1/1250,0,0.0,0.0,0.0,1.0,2.0,1.0,2.0
5376,5376,Wt2F-1P3-14,NIKON CORPORATION,NIKON Z 6,100.0,70.0,11.0,1/80,0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
5378,5378,QlhkGwCfMzI,SONY,ILCE-7RM2,100.0,35.0,4.5,1/1000,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
5380,5380,Wj_Z2r4H5tM,NIKON CORPORATION,NIKON D810,400.0,24.0,4.0,1/400,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
5382,5382,WZ5Hu1NNMpc,Canon,Canon EOS 6D,320.0,35.0,2.2,1/4000,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5385,5385,jpppBJXLeZw,Canon,Canon EOS 6D,100.0,17.0,4.0,1/250,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5390,5390,8bBj5UCSwlg,SONY,ILCE-6000,1000.0,19.0,5.6,1/1600,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
5391,5391,AQ6K3KLdEqo,Canon,Canon EOS 6D,640.0,35.0,3.2,1/1000,0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
